stock_code,weight
300751,0.09999999999999999
300857,0.09999999999999999
000539,0.09999999999999999
300677,0.09999999999999998
003035,0.09999999999999998
300570,0.09999999999999998
688295,0.09999999999999999
003031,0.09999999999999998
002432,0.08938185284937783
600032,0.05114565209190498
300432,0.02847981286186403
002429,0.015389354174652349
688347,0.008043540345641876
688166,0.004051018624380894
001389,0.001957117837406499
300679,0.0009021365777922801
601016,0.00039419726925179403
603179,0.00016199343367383746
600126,6.199435357029117e-05
000537,2.1821741418305134e-05
300395,6.953079311978523e-06
688387,1.9637549671977237e-06
688629,4.778119720230711e-07
300757,9.623956768842628e-08
300054,1.5135340227121868e-08
601231,1.6975291289010067e-09
301611,1.166533134821951e-10
688172,3.695151422637175e-12
601991,2.8479812861864035e-14
002056,6.953079311978524e-18
