feature,coverage,std,mean_ic,abs_mean_ic,std_ic,n_days,selected,drop_reason
s2_pullback_quality_20d_rank,1.0,0.2886812638965492,-0.04301930132804355,0.04301930132804355,0.1736048843337649,228,True,
s2_pullback_quality_20d_z,1.0,1.239419264999282,-0.043005356017766075,0.043005356017766075,0.17356490236558886,228,False,corr_with:s2_pullback_quality_20d_rank:0.997
s2_excess_5d_vol_adj_rank,1.0,0.2886873817731766,-0.03895169294282891,0.03895169294282891,0.17160868119174003,228,True,
s2_excess_5d_vol_adj_z,1.0,1.0975290557382267,-0.0389467700840475,0.0389467700840475,0.17160868969326126,228,False,corr_with:s2_excess_5d_vol_adj_rank:0.998
s2_reversal_risk_5d_rank,1.0,0.2886813710154953,0.03778616555113065,0.03778616555113065,0.1573138000992865,228,False,corr_with:s2_excess_5d_vol_adj_rank:-0.928
s2_reversal_risk_5d_z,1.0,1.5149929040922647,0.03761258290686266,0.03761258290686266,0.1571443593208391,228,False,corr_with:s2_excess_5d_vol_adj_rank:-0.925
s2_excess_20d_vol_adj_rank,1.0,0.28867554223556335,-0.03641845558986023,0.03641845558986023,0.18933869427253233,228,True,
s2_excess_20d_vol_adj_z,1.0,1.1005798169470273,-0.03641805344246399,0.03641805344246399,0.18933803458251683,228,False,corr_with:s2_excess_20d_vol_adj_rank:0.998
s2_high_low_stress_5d_z,1.0,1.1177062789935397,-0.0350780107999593,0.0350780107999593,0.21992185282393217,228,True,
s2_high_low_stress_5d_rank,1.0,0.2885720495588552,-0.035052800693210234,0.035052800693210234,0.21993049687887664,228,False,corr_with:s2_high_low_stress_5d_z:0.998
s2_ret_5d_vol_adj_rank,1.0,0.2886890155356612,-0.032094348200163096,0.032094348200163096,0.14664145838848763,228,False,corr_with:s2_excess_5d_vol_adj_rank:0.931
s2_ret_5d_vol_adj_z,1.0,1.0881494680384072,-0.03208815731129527,0.03208815731129527,0.14664560066801086,228,False,corr_with:s2_excess_5d_vol_adj_rank:0.930
s2_upside_downside_20d_rank,1.0,0.2886767698306217,-0.02803002370493776,0.02803002370493776,0.15912513534000475,228,False,corr_with:s2_pullback_quality_20d_rank:0.913
s2_upside_downside_20d_z,1.0,1.2057509215343645,-0.02800522240521596,0.02800522240521596,0.15910618983815314,228,False,corr_with:s2_pullback_quality_20d_rank:0.913
s2_ret_20d_vol_adj_rank,1.0,0.28867546983140585,-0.026845944625594777,0.026845944625594777,0.16027479268826111,228,False,corr_with:s2_pullback_quality_20d_rank:0.917
s2_ret_20d_vol_adj_z,1.0,1.1013063309481022,-0.026843837337190608,0.026843837337190608,0.160271260206286,228,False,corr_with:s2_pullback_quality_20d_rank:0.917
s2_vol_compression_20d_z,1.0,0.9796225386216829,0.02622436500298568,0.02622436500298568,0.13228502208714563,228,True,
s2_vol_compression_20d_rank,1.0,0.28867554223556335,0.02622436500298568,0.02622436500298568,0.13228502208714563,228,False,corr_with:s2_vol_compression_20d_z:0.998
s2_liquidity_trend_20d_rank,1.0,0.28864850253893826,-0.0245968604289936,0.0245968604289936,0.11879714129823082,228,True,
s2_liquidity_trend_20d_z,1.0,1.0417790093220487,-0.024595823649231005,0.024595823649231005,0.11879744784840346,228,False,corr_with:s2_liquidity_trend_20d_rank:0.998
s2_intraday_stability_20d_z,1.0,1.0693877581428726,0.023320983410777926,0.023320983410777926,0.2371602546058084,228,True,
s2_intraday_stability_20d_rank,1.0,0.28860197318007835,0.02331501320734785,0.02331501320734785,0.23716518399380054,228,False,corr_with:s2_intraday_stability_20d_z:0.999
s2_volume_price_confirm_5d_rank,1.0,0.2886658866337276,-0.02273164395592258,0.02273164395592258,0.12232771332614854,228,True,
s2_turnover_price_confirm_5d_rank,1.0,0.288665915234375,-0.02226434579643069,0.02226434579643069,0.12111257578147039,228,False,corr_with:s2_volume_price_confirm_5d_rank:0.995
s2_volume_price_confirm_5d_z,1.0,1.6632605068366824,-0.02216677069606511,0.02216677069606511,0.1218407348412769,228,False,corr_with:s2_volume_price_confirm_5d_rank:0.993
s2_turnover_price_confirm_5d_z,1.0,1.662378357628371,-0.021695726847623765,0.021695726847623765,0.12065710698393899,228,False,corr_with:s2_volume_price_confirm_5d_rank:0.988
s2_trend_eff_20d_z,1.0,0.9807514838567972,-0.021369808543481673,0.021369808543481673,0.10007250216038943,228,True,
s2_trend_eff_20d_rank,1.0,0.28869486550344403,-0.02136956935083826,0.02136956935083826,0.10007295242435954,228,False,corr_with:s2_trend_eff_20d_z:0.997
