feature,coverage,std,mean_ic,abs_mean_ic,std_ic,n_days,selected,drop_reason
s2_pullback_quality_20d_rank,1.0,0.2886671625146193,-0.045559828187624656,0.045559828187624656,0.1706372223656276,228,True,
s2_pullback_quality_20d_z,1.0,1.2366222936884972,-0.04554642385374467,0.04554642385374467,0.17059548461444154,228,False,corr_with:s2_pullback_quality_20d_rank:0.997
s2_excess_5d_vol_adj_rank,1.0,0.28866922222054553,-0.04042707836749391,0.04042707836749391,0.17061686582615535,228,True,
s2_excess_5d_vol_adj_z,1.0,1.095962851634657,-0.0404226285440889,0.0404226285440889,0.1706173645761156,228,False,corr_with:s2_excess_5d_vol_adj_rank:0.998
s2_excess_20d_vol_adj_rank,1.0,0.28867554224861386,-0.04026215395532804,0.04026215395532804,0.18807204843408762,228,True,
s2_excess_20d_vol_adj_z,1.0,1.1028885372409336,-0.04026203762965,0.04026203762965,0.1880716712505257,228,False,corr_with:s2_excess_20d_vol_adj_rank:0.998
s2_reversal_risk_5d_rank,1.0,0.28866792878457787,0.038359110958281054,0.038359110958281054,0.15641467152349287,228,False,corr_with:s2_excess_5d_vol_adj_rank:-0.927
s2_reversal_risk_5d_z,1.0,1.512419644945243,0.03819279396519969,0.03819279396519969,0.15624640354637745,228,False,corr_with:s2_excess_5d_vol_adj_rank:-0.925
s2_high_low_stress_5d_z,1.0,1.1153296391936154,-0.038098784564112254,0.038098784564112254,0.22326719012930674,228,True,
s2_high_low_stress_5d_rank,1.0,0.28855507033416156,-0.03807431540919634,0.03807431540919634,0.223276265798342,228,False,corr_with:s2_high_low_stress_5d_z:0.998
s2_ret_5d_vol_adj_rank,1.0,0.28867623654596203,-0.03379465822721494,0.03379465822721494,0.1449972571533544,228,False,corr_with:s2_excess_5d_vol_adj_rank:0.930
s2_ret_5d_vol_adj_z,1.0,1.0854395465807465,-0.03378928576806205,0.03378928576806205,0.14500115665459554,228,False,corr_with:s2_excess_5d_vol_adj_rank:0.929
s2_upside_downside_20d_rank,1.0,0.2886605488656857,-0.03183486062448881,0.03183486062448881,0.15693765561319456,228,False,corr_with:s2_pullback_quality_20d_rank:0.912
s2_upside_downside_20d_z,1.0,1.2067712864211044,-0.031816522774376604,0.031816522774376604,0.15692055814578187,228,False,corr_with:s2_pullback_quality_20d_rank:0.912
s2_ret_20d_vol_adj_rank,1.0,0.28867547018991585,-0.030636598402480307,0.030636598402480307,0.1582281999321458,228,False,corr_with:s2_pullback_quality_20d_rank:0.916
s2_ret_20d_vol_adj_z,1.0,1.1040248988048735,-0.030635310472048496,0.030635310472048496,0.15822500428075542,228,False,corr_with:s2_pullback_quality_20d_rank:0.916
s2_vol_compression_20d_z,1.0,0.9777709655399082,0.02649425257988931,0.02649425257988931,0.1326719605642449,228,True,
s2_vol_compression_20d_rank,1.0,0.2886755422486139,0.02649425257988931,0.02649425257988931,0.1326719605642449,228,False,corr_with:s2_vol_compression_20d_z:0.998
s2_intraday_stability_20d_z,1.0,1.06580220070175,0.026464770493543854,0.026464770493543854,0.2403182541514065,228,True,
s2_intraday_stability_20d_rank,1.0,0.2885842062680462,0.026460064001748787,0.026460064001748787,0.24032424599626526,228,False,corr_with:s2_intraday_stability_20d_z:0.999
s2_trend_eff_60d_rank,1.0,0.28867554131715656,-0.02597837534461656,0.02597837534461656,0.11139830033583337,228,True,
s2_trend_eff_60d_z,1.0,1.0619263332090707,-0.025970556760578835,0.025970556760578835,0.11139921642843963,228,False,corr_with:s2_trend_eff_60d_rank:0.998
s2_liquidity_trend_20d_rank,1.0,0.28862100680558034,-0.02546654934712232,0.02546654934712232,0.11783736878921176,228,True,
s2_liquidity_trend_20d_z,1.0,1.0407983135906922,-0.025465512567359724,0.025465512567359724,0.11783768548804224,228,False,corr_with:s2_liquidity_trend_20d_rank:0.998
s2_ret_60d_vol_adj_rank,1.0,0.28867552688615394,-0.024618931933544218,0.024618931933544218,0.17110528617742893,228,True,
s2_ret_60d_vol_adj_z,1.0,1.0549930119079585,-0.024618809734749277,0.024618809734749277,0.1711062822112796,228,False,corr_with:s2_ret_60d_vol_adj_rank:0.999
