feature,coverage,std,mean_ic,abs_mean_ic,std_ic,n_days,selected,drop_reason
s2_high_low_stress_5d_z,1.0,1.123543556935932,-0.05362669477645817,0.05362669477645817,0.2321414013255761,229,True,
s2_high_low_stress_5d_rank,1.0,0.2885876976843449,-0.05360179490093804,0.05360179490093804,0.23215138455148177,229,False,corr_with:s2_high_low_stress_5d_z:0.998
s2_excess_20d_vol_adj_rank,1.0,0.2886755365760477,-0.05149389521304571,0.05149389521304571,0.1892207044816285,229,True,
s2_excess_20d_vol_adj_z,1.0,1.0996607590960037,-0.051493496536910266,0.051493496536910266,0.18922007992204784,229,False,corr_with:s2_excess_20d_vol_adj_rank:0.998
s2_pullback_quality_20d_rank,1.0,0.2886782531887575,-0.04984580525174378,0.04984580525174378,0.17135200234298778,229,True,
s2_pullback_quality_20d_z,1.0,1.2449172502469856,-0.04983234894525944,0.04983234894525944,0.17131134486822108,229,False,corr_with:s2_pullback_quality_20d_rank:0.997
s2_intraday_stability_20d_z,1.0,1.0743470915003626,0.04325184734138397,0.04325184734138397,0.2502082735428587,229,True,
s2_intraday_stability_20d_rank,1.0,0.2886054250428099,0.04324678145489424,0.04324678145489424,0.2502146814921367,229,False,corr_with:s2_intraday_stability_20d_z:0.999
s2_upside_downside_20d_rank,1.0,0.28867649420339014,-0.04072690048241763,0.04072690048241763,0.15742922173930468,229,False,corr_with:s2_excess_20d_vol_adj_rank:0.933
s2_upside_downside_20d_z,1.0,1.206318774707227,-0.040703802282375995,0.040703802282375995,0.15741334715551406,229,False,corr_with:s2_excess_20d_vol_adj_rank:0.932
s2_excess_5d_vol_adj_rank,1.0,0.28869478587325276,-0.039701582473996314,0.039701582473996314,0.1714748571718117,229,True,
s2_excess_5d_vol_adj_z,1.0,1.097587244844892,-0.03969706901855733,0.03969706901855733,0.1714751633390985,229,False,corr_with:s2_excess_5d_vol_adj_rank:0.998
s2_ret_20d_vol_adj_rank,1.0,0.2886754599673403,-0.03968509645919883,0.03968509645919883,0.1581693952282587,229,False,corr_with:s2_excess_20d_vol_adj_rank:0.945
s2_ret_20d_vol_adj_z,1.0,1.0992729736781064,-0.03968299849033547,0.03968299849033547,0.15816600174003512,229,False,corr_with:s2_excess_20d_vol_adj_rank:0.944
s2_vol_compression_20d_z,1.0,0.9826595222141029,0.03853139176742284,0.03853139176742284,0.13261479875456283,229,True,
s2_vol_compression_20d_rank,1.0,0.2886755365760478,0.03853139176742284,0.03853139176742284,0.13261479875456283,229,False,corr_with:s2_vol_compression_20d_z:0.998
s2_reversal_risk_5d_rank,1.0,0.28869551875974064,0.037511217327103254,0.037511217327103254,0.15648479890593053,229,False,corr_with:s2_excess_5d_vol_adj_rank:-0.928
s2_reversal_risk_5d_z,1.0,1.5128827137602538,0.03738323431949058,0.03738323431949058,0.15632548827338721,229,False,corr_with:s2_excess_5d_vol_adj_rank:-0.925
s2_ret_60d_vol_adj_rank,1.0,0.28867552093420396,-0.03712837367114716,0.03712837367114716,0.17551059455233192,229,True,
s2_ret_60d_vol_adj_z,1.0,1.0577402524146444,-0.03712805029111116,0.03712805029111116,0.1755115091959651,229,False,corr_with:s2_ret_60d_vol_adj_rank:0.999
s2_ret_5d_vol_adj_rank,1.0,0.2886939195539653,-0.030435689058072396,0.030435689058072396,0.14684299865376574,229,False,corr_with:s2_excess_5d_vol_adj_rank:0.930
s2_ret_5d_vol_adj_z,1.0,1.0888426547634882,-0.03043001620204149,0.03043001620204149,0.14684711914336274,229,False,corr_with:s2_excess_5d_vol_adj_rank:0.929
s2_up_day_ratio_20d_z,1.0,1.2465040675019994,-0.02639500773437556,0.02639500773437556,0.12294987484930263,229,True,
s2_up_day_ratio_20d_rank,1.0,0.2847462438424608,-0.02639500773437556,0.02639500773437556,0.12294987484930263,229,False,corr_with:s2_up_day_ratio_20d_z:0.977
s2_volume_price_confirm_5d_rank,1.0,0.2886759883014544,-0.025541458739732948,0.025541458739732948,0.12355209014983248,229,True,
s2_volume_price_confirm_5d_z,1.0,1.6609047990797412,-0.024989159569719508,0.024989159569719508,0.12307459166272282,229,False,corr_with:s2_volume_price_confirm_5d_rank:0.993
s2_turnover_price_confirm_5d_rank,1.0,0.2886761903883658,-0.024936773162341875,0.024936773162341875,0.12240493114986348,229,False,corr_with:s2_volume_price_confirm_5d_rank:0.995
s2_amount_price_confirm_5d_rank,1.0,0.2886754187224834,-0.0244641135683789,0.0244641135683789,0.1237531970463235,229,False,corr_with:s2_volume_price_confirm_5d_rank:0.980
s2_turnover_price_confirm_5d_z,1.0,1.6600467110674488,-0.02437522555276778,0.02437522555276778,0.12196057723982628,229,False,corr_with:s2_volume_price_confirm_5d_rank:0.988
s2_amount_price_confirm_5d_z,1.0,1.6484127039405279,-0.023700211835347682,0.023700211835347682,0.12327050665492084,229,False,corr_with:s2_volume_price_confirm_5d_rank:0.974
s2_gap_risk_20d_rank,1.0,0.2886492863449605,-0.020977582482043258,0.020977582482043258,0.24166298031862132,229,True,
s2_gap_risk_20d_z,1.0,1.270491971419802,-0.020863368450457772,0.020863368450457772,0.24175822741959493,229,False,corr_with:s2_gap_risk_20d_rank:0.998
s2_trend_eff_60d_rank,1.0,0.2886755356485172,-0.020598340657994874,0.020598340657994874,0.10515486335132268,229,True,
s2_trend_eff_60d_z,1.0,1.057542984884656,-0.020590183849814866,0.020590183849814866,0.10515382652969393,229,False,corr_with:s2_trend_eff_60d_rank:0.998
s2_trend_eff_20d_z,1.0,0.9811291742358371,-0.020012321948349152,0.020012321948349152,0.09880678546147886,229,True,
s2_trend_eff_20d_rank,1.0,0.2887013918213191,-0.020012083800215096,0.020012083800215096,0.0988072362300581,229,False,corr_with:s2_trend_eff_20d_z:0.997
s2_downside_vol_20d_z,1.0,1.141377613647389,-0.014650444364851219,0.014650444364851219,0.2415853171988592,229,True,
s2_downside_vol_20d_rank,1.0,0.2886076145126837,-0.01463928162928425,0.01463928162928425,0.24159091096039756,229,False,corr_with:s2_downside_vol_20d_z:0.997
s2_vol_expansion_5d_rank,1.0,0.28867201278797305,-0.014639213902230842,0.014639213902230842,0.11083236945282185,229,True,
s2_vol_expansion_5d_z,1.0,0.9672763567511327,-0.01463920633894165,0.01463920633894165,0.11083238604843858,229,False,corr_with:s2_vol_expansion_5d_rank:0.997
s2_liquidity_trend_20d_rank,1.0,0.2886498504632941,-0.012933254667268109,0.012933254667268109,0.12022357854900745,229,True,
s2_liquidity_trend_20d_z,1.0,1.0390835459781893,-0.012932222414928056,0.012932222414928056,0.12022377999452681,229,False,corr_with:s2_liquidity_trend_20d_rank:0.998
s2_close_position_change_5d_z,1.0,1.0796874889419015,-0.009831186776791144,0.009831186776791144,0.13050489103120172,229,True,
s2_close_position_change_5d_rank,1.0,0.2886572764635272,-0.00983071084562918,0.00983071084562918,0.13050483103834853,229,False,corr_with:s2_close_position_change_5d_z:0.998
