feature,coverage,std,mean_ic,abs_mean_ic,std_ic,n_days,selected,drop_reason
s2_pullback_quality_20d_rank,1.0,0.28866530266479445,-0.05178477186068655,0.05178477186068655,0.16377616645930773,228,True,
s2_pullback_quality_20d_z,1.0,1.2354884391111847,-0.05177136752680657,0.05177136752680657,0.16373318935613865,228,False,corr_with:s2_pullback_quality_20d_rank:0.997
s2_excess_20d_vol_adj_z,1.0,1.1043334151942878,-0.0482836562648249,0.0482836562648249,0.18450358958772933,228,True,
s2_excess_20d_vol_adj_rank,1.0,0.28867554228124487,-0.04828342346340019,0.04828342346340019,0.18450367633632106,228,False,corr_with:s2_excess_20d_vol_adj_z:0.998
s2_high_low_stress_5d_z,1.0,1.1133388969322309,-0.04090402037900866,0.04090402037900866,0.22560677176209257,228,True,
s2_high_low_stress_5d_rank,1.0,0.2885512782832033,-0.040879905717564655,0.040879905717564655,0.22561700164506773,228,False,corr_with:s2_high_low_stress_5d_z:0.998
s2_excess_5d_vol_adj_rank,1.0,0.28866637531576206,-0.04055904915211038,0.04055904915211038,0.1701221817970199,228,True,
s2_excess_5d_vol_adj_z,1.0,1.0945153738705073,-0.040554679692179824,0.040554679692179824,0.17012252941788458,228,False,corr_with:s2_excess_5d_vol_adj_rank:0.998
s2_upside_downside_20d_rank,1.0,0.28865260106999346,-0.03932508874051152,0.03932508874051152,0.15314766038055547,228,False,corr_with:s2_pullback_quality_20d_rank:0.912
s2_upside_downside_20d_z,1.0,1.2083042632562584,-0.03930612665105976,0.03930612665105976,0.15313133159254283,228,False,corr_with:s2_pullback_quality_20d_rank:0.912
s2_ret_20d_vol_adj_rank,1.0,0.2886754705082665,-0.038079907531264466,0.038079907531264466,0.15447016485554368,228,False,corr_with:s2_pullback_quality_20d_rank:0.916
s2_ret_20d_vol_adj_z,1.0,1.1051930864663126,-0.03807842122263163,0.03807842122263163,0.1544674284185627,228,False,corr_with:s2_pullback_quality_20d_rank:0.915
s2_reversal_risk_5d_rank,1.0,0.28866920411280533,0.038047369926827425,0.038047369926827425,0.15619162319015364,228,False,corr_with:s2_excess_5d_vol_adj_rank:-0.927
s2_reversal_risk_5d_z,1.0,1.5115007625846004,0.037887172869284114,0.037887172869284114,0.15601392753853607,228,False,corr_with:s2_excess_5d_vol_adj_rank:-0.925
s2_ret_5d_vol_adj_rank,1.0,0.2886729414722768,-0.03269740959290955,0.03269740959290955,0.14599984602729293,228,False,corr_with:s2_excess_5d_vol_adj_rank:0.930
s2_ret_5d_vol_adj_z,1.0,1.0838351224916183,-0.03269167387748897,0.03269167387748897,0.1460040897781994,228,False,corr_with:s2_excess_5d_vol_adj_rank:0.929
s2_trend_eff_60d_rank,1.0,0.2886755413498286,-0.030123984007241356,0.030123984007241356,0.11450122715307541,228,True,
s2_trend_eff_60d_z,1.0,1.0633553308940977,-0.03011525755407063,0.03011525755407063,0.1145011854633402,228,False,corr_with:s2_trend_eff_60d_rank:0.998
s2_vol_compression_20d_z,1.0,0.9774506003865026,0.029746912694888675,0.029746912694888675,0.13047717062899872,228,True,
s2_vol_compression_20d_rank,1.0,0.28867554228124487,0.029746912694888675,0.029746912694888675,0.13047717062899872,228,False,corr_with:s2_vol_compression_20d_z:0.998
s2_intraday_stability_20d_z,1.0,1.0622580939137272,0.029590493863507424,0.029590493863507424,0.2432631190964316,228,True,
s2_intraday_stability_20d_rank,1.0,0.28856753384112344,0.02958561714008491,0.02958561714008491,0.24326860166311812,228,False,corr_with:s2_intraday_stability_20d_z:0.999
s2_ret_60d_vol_adj_rank,1.0,0.2886755270750912,-0.027732929829714845,0.027732929829714845,0.17452672546553863,228,True,
s2_ret_60d_vol_adj_z,1.0,1.0542799890704857,-0.02773280532825444,0.02773280532825444,0.17452770924755062,228,False,corr_with:s2_ret_60d_vol_adj_rank:0.998
s2_liquidity_trend_20d_rank,1.0,0.288627931870045,-0.025968490769673794,0.025968490769673794,0.11784024023015703,228,True,
s2_liquidity_trend_20d_z,1.0,1.0416116043528623,-0.025967453989911203,0.025967453989911203,0.11784056133743,228,False,corr_with:s2_liquidity_trend_20d_rank:0.998
s2_up_day_ratio_20d_z,1.0,1.2472301623428454,-0.021959784165337604,0.021959784165337604,0.12483209086785839,228,True,
s2_up_day_ratio_20d_rank,1.0,0.28468037420151887,-0.021959784165337604,0.021959784165337604,0.12483209086785839,228,False,corr_with:s2_up_day_ratio_20d_z:0.978
s2_volume_price_confirm_5d_rank,1.0,0.2886648734455338,-0.020720768089160707,0.020720768089160707,0.12036859047182007,228,True,
s2_volume_price_confirm_5d_z,1.0,1.6678169948080326,-0.02018907642594594,0.02018907642594594,0.11986671388088717,228,False,corr_with:s2_volume_price_confirm_5d_rank:0.993
s2_turnover_price_confirm_5d_rank,1.0,0.2886656618793744,-0.020188465549739194,0.020188465549739194,0.11905423839025578,228,False,corr_with:s2_volume_price_confirm_5d_rank:0.995
s2_vol_expansion_5d_rank,1.0,0.28866944220126456,-0.01993528984847305,0.01993528984847305,0.10766965985291232,228,True,
s2_vol_expansion_5d_z,1.0,0.9651111145502188,-0.019935280164315183,0.019935280164315183,0.10766967689832926,228,False,corr_with:s2_vol_expansion_5d_rank:0.998
s2_turnover_price_confirm_5d_z,1.0,1.6668454706101548,-0.019650986029773262,0.019650986029773262,0.11857856090000861,228,False,corr_with:s2_volume_price_confirm_5d_rank:0.989
s2_amount_price_confirm_5d_rank,1.0,0.28866693667982884,-0.018798296938713203,0.018798296938713203,0.11984304628006036,228,False,corr_with:s2_volume_price_confirm_5d_rank:0.979
s2_trend_eff_20d_z,1.0,0.9840335754223062,-0.0183740244866952,0.0183740244866952,0.10053258410917977,228,True,
s2_trend_eff_20d_rank,1.0,0.2886692258532697,-0.018373394428544427,0.018373394428544427,0.10053288721072214,228,False,corr_with:s2_trend_eff_20d_z:0.997
s2_amount_price_confirm_5d_z,1.0,1.6546103630594526,-0.018048464858518975,0.018048464858518975,0.11930441608248071,228,False,corr_with:s2_volume_price_confirm_5d_rank:0.973
s2_close_position_change_5d_z,1.0,1.0813440869617552,-0.010217468657332794,0.010217468657332794,0.13134217534946085,228,True,
s2_close_position_change_5d_rank,1.0,0.2886428992209932,-0.010216956646491948,0.010216956646491948,0.13134203522218627,228,False,corr_with:s2_close_position_change_5d_z:0.998
s2_gap_risk_20d_rank,1.0,0.288599371662535,-0.005222239603702606,0.005222239603702606,0.23248233161632287,228,True,
s2_gap_risk_20d_z,1.0,1.266783390426995,-0.0051252782491799246,0.0051252782491799246,0.2326049151058448,228,False,corr_with:s2_gap_risk_20d_rank:0.998
s2_downside_vol_20d_z,1.0,1.1232711291162516,-0.0002506422662342313,0.0002506422662342313,0.23262563147787113,228,False,low_ic_or_coverage
s2_downside_vol_20d_rank,1.0,0.28855547816216703,-0.00024039114700084,0.00024039114700084,0.23263252001859866,228,False,low_ic_or_coverage
