feature,coverage,std,mean_ic,abs_mean_ic,std_ic,n_days,selected,drop_reason
s2_high_low_stress_5d_z,1.0,1.1228081684475801,-0.049071724019387995,0.049071724019387995,0.23139405878513525,229,True,
s2_high_low_stress_5d_rank,1.0,0.2885822125718385,-0.04904678304201268,0.04904678304201268,0.2314035253290371,229,False,corr_with:s2_high_low_stress_5d_z:0.998
s2_pullback_quality_20d_rank,1.0,0.2886835964073844,-0.04828998218979246,0.04828998218979246,0.17107192215218023,229,True,
s2_pullback_quality_20d_z,1.0,1.2441787947429899,-0.04827678829013256,0.04827678829013256,0.17103127723458045,229,False,corr_with:s2_pullback_quality_20d_rank:0.997
s2_excess_20d_vol_adj_rank,1.0,0.2886755366153634,-0.047790660159657085,0.047790660159657085,0.18904782574708984,229,True,
s2_excess_20d_vol_adj_z,1.0,1.099550413702014,-0.04779026148352163,0.04779026148352163,0.18904719280672103,229,False,corr_with:s2_excess_20d_vol_adj_rank:0.998
s2_excess_5d_vol_adj_rank,1.0,0.28869390946945966,-0.03990664363908074,0.03990664363908074,0.171778329616845,229,True,
s2_excess_5d_vol_adj_z,1.0,1.0985702308254244,-0.03990175236865374,0.03990175236865374,0.1717783547786348,229,False,corr_with:s2_excess_5d_vol_adj_rank:0.998
s2_intraday_stability_20d_z,1.0,1.0734121692025453,0.03805586300859957,0.03805586300859957,0.2503628969553699,229,True,
s2_intraday_stability_20d_rank,1.0,0.2886022356532919,0.03805020210710839,0.03805020210710839,0.2503684961832967,229,False,corr_with:s2_intraday_stability_20d_z:0.999
s2_reversal_risk_5d_rank,1.0,0.2886941034206408,0.03804774844197961,0.03804774844197961,0.15702823427788204,229,False,corr_with:s2_excess_5d_vol_adj_rank:-0.928
s2_reversal_risk_5d_z,1.0,1.514079798287519,0.03791000988293398,0.03791000988293398,0.15685671336903567,229,False,corr_with:s2_excess_5d_vol_adj_rank:-0.926
s2_upside_downside_20d_rank,1.0,0.28867722191499245,-0.03758715715337775,0.03758715715337775,0.15690837297373253,229,False,corr_with:s2_pullback_quality_20d_rank:0.913
s2_upside_downside_20d_z,1.0,1.2064069055365652,-0.0375639293915619,0.0375639293915619,0.1568928365784434,229,False,corr_with:s2_pullback_quality_20d_rank:0.913
s2_ret_20d_vol_adj_rank,1.0,0.2886754606973912,-0.03646727115713042,0.03646727115713042,0.15777152996798532,229,False,corr_with:s2_pullback_quality_20d_rank:0.917
s2_ret_20d_vol_adj_z,1.0,1.0991625070533586,-0.03646517318826707,0.03646517318826707,0.1577680851319429,229,False,corr_with:s2_pullback_quality_20d_rank:0.917
s2_vol_compression_20d_z,1.0,0.982511161404697,0.03614525274246264,0.03614525274246264,0.13153348236677775,229,True,
s2_vol_compression_20d_rank,1.0,0.2886755366153633,0.03614525274246264,0.03614525274246264,0.13153348236677775,229,False,corr_with:s2_vol_compression_20d_z:0.998
s2_ret_60d_vol_adj_rank,1.0,0.2886755210990039,-0.032984669704817546,0.032984669704817546,0.17460260855857115,229,True,
s2_ret_60d_vol_adj_z,1.0,1.0575896219993313,-0.032984346324781554,0.032984346324781554,0.17460352028412157,229,False,corr_with:s2_ret_60d_vol_adj_rank:0.999
s2_ret_5d_vol_adj_rank,1.0,0.28869539570817127,-0.03157661339508537,0.03157661339508537,0.14808835688952787,229,False,corr_with:s2_excess_5d_vol_adj_rank:0.931
s2_ret_5d_vol_adj_z,1.0,1.0891662424761583,-0.03157070044494183,0.03157070044494183,0.14809223221815968,229,False,corr_with:s2_excess_5d_vol_adj_rank:0.930
s2_volume_price_confirm_5d_rank,1.0,0.2886724855947904,-0.02569028310596144,0.02569028310596144,0.12338380933736179,229,True,
s2_turnover_price_confirm_5d_rank,1.0,0.2886727309831054,-0.025166742062373074,0.025166742062373074,0.12215626578972831,229,False,corr_with:s2_volume_price_confirm_5d_rank:0.995
s2_volume_price_confirm_5d_z,1.0,1.6583600620608605,-0.025128004066065274,0.025128004066065274,0.1229138295653907,229,False,corr_with:s2_volume_price_confirm_5d_rank:0.993
s2_turnover_price_confirm_5d_z,1.0,1.6575143052813293,-0.02459687303645334,0.02459687303645334,0.12171749269980014,229,False,corr_with:s2_volume_price_confirm_5d_rank:0.988
s2_amount_price_confirm_5d_rank,1.0,0.2886719571720724,-0.024299797744981824,0.024299797744981824,0.12385666372537546,229,False,corr_with:s2_volume_price_confirm_5d_rank:0.981
s2_up_day_ratio_20d_z,1.0,1.245208524137333,-0.02375760721322627,0.02375760721322627,0.12315615620599327,229,True,
s2_up_day_ratio_20d_rank,1.0,0.28474541380050805,-0.02375760721322627,0.02375760721322627,0.12315615620599327,229,False,corr_with:s2_up_day_ratio_20d_z:0.978
s2_amount_price_confirm_5d_z,1.0,1.6461805588565404,-0.023534153820130816,0.023534153820130816,0.12337300008828896,229,False,corr_with:s2_volume_price_confirm_5d_rank:0.974
s2_trend_eff_20d_z,1.0,0.9813607790365072,-0.02046902011583377,0.02046902011583377,0.09904328182073713,229,True,
s2_trend_eff_20d_rank,1.0,0.2887036215004017,-0.020468781967699714,0.020468781967699714,0.09904373261109146,229,False,corr_with:s2_trend_eff_20d_z:0.997
s2_trend_eff_60d_rank,1.0,0.28867553568788173,-0.019968156231151543,0.019968156231151543,0.10560822461391925,229,True,
s2_trend_eff_60d_z,1.0,1.0590107710590764,-0.019959095187399696,0.019959095187399696,0.10560799382978048,229,False,corr_with:s2_trend_eff_60d_rank:0.998
s2_liquidity_trend_20d_rank,1.0,0.288651317014383,-0.016095683756518455,0.016095683756518455,0.12293066130423934,229,True,
s2_liquidity_trend_20d_z,1.0,1.0396605640564813,-0.016094651504178405,0.016094651504178405,0.12293088486865407,229,False,corr_with:s2_liquidity_trend_20d_rank:0.998
s2_gap_risk_20d_rank,1.0,0.2886446293837038,-0.01602121469623993,0.01602121469623993,0.24187627350104637,229,True,
s2_gap_risk_20d_z,1.0,1.270040469509668,-0.015905247399882146,0.015905247399882146,0.2419777268323746,229,False,corr_with:s2_gap_risk_20d_rank:0.998
s2_vol_expansion_5d_rank,1.0,0.28866534547816636,-0.015425566286885507,0.015425566286885507,0.11096927123999852,229,True,
s2_vol_expansion_5d_z,1.0,0.9674628594453201,-0.015425558723596314,0.015425558723596314,0.11096928786873649,229,False,corr_with:s2_vol_expansion_5d_rank:0.997
s2_close_position_change_5d_z,1.0,1.0804921031093955,-0.011569183301822217,0.011569183301822217,0.13154815492810773,229,True,
s2_close_position_change_5d_rank,1.0,0.28865451591870633,-0.011568674238878229,0.011568674238878229,0.13154804472553028,229,False,corr_with:s2_close_position_change_5d_z:0.998
s2_downside_vol_20d_z,1.0,1.1409311816738121,-0.009985930528135078,0.009985930528135078,0.24186453497213267,229,True,
s2_downside_vol_20d_rank,1.0,0.2886039135802756,-0.009974772473992142,0.009974772473992142,0.24186992070617497,229,False,corr_with:s2_downside_vol_20d_z:0.997
