feature,coverage,std,mean_ic,abs_mean_ic,std_ic,n_days,selected,drop_reason
s2_pullback_quality_20d_rank,1.0,0.28868118734129705,-0.04306866537914316,0.04306866537914316,0.17362583929899683,228,True,
s2_pullback_quality_20d_z,1.0,1.2382440481593786,-0.04305471800583402,0.04305471800583402,0.17358587205345152,228,False,corr_with:s2_pullback_quality_20d_rank:0.997
s2_excess_5d_vol_adj_rank,1.0,0.2886832803974072,-0.03909489146624104,0.03909489146624104,0.17161316171664934,228,True,
s2_excess_5d_vol_adj_z,1.0,1.096542305665887,-0.03909045345198913,0.03909045345198913,0.17161360753912858,228,False,corr_with:s2_excess_5d_vol_adj_rank:0.998
s2_reversal_risk_5d_rank,1.0,0.2886785735475274,0.037684910926522666,0.037684910926522666,0.15743213699891787,228,False,corr_with:s2_excess_5d_vol_adj_rank:-0.928
s2_reversal_risk_5d_z,1.0,1.514183490028921,0.03751554497849404,0.03751554497849404,0.15726040656600648,228,False,corr_with:s2_excess_5d_vol_adj_rank:-0.925
s2_excess_20d_vol_adj_rank,1.0,0.2886755422355633,-0.03658193271301486,0.03658193271301486,0.1893513808446706,228,True,
s2_excess_20d_vol_adj_z,1.0,1.1009939925891,-0.03658181638733682,0.03658181638733682,0.1893510039486114,228,False,corr_with:s2_excess_20d_vol_adj_rank:0.998
s2_high_low_stress_5d_z,1.0,1.1166029385938656,-0.03574543696108084,0.03574543696108084,0.22048064461962524,228,True,
s2_high_low_stress_5d_rank,1.0,0.28856438056054357,-0.035720941226841454,0.035720941226841454,0.22048942539825014,228,False,corr_with:s2_high_low_stress_5d_z:0.998
s2_ret_5d_vol_adj_rank,1.0,0.28868612266128907,-0.03237980051311523,0.03237980051311523,0.1466865850363215,228,False,corr_with:s2_excess_5d_vol_adj_rank:0.931
s2_ret_5d_vol_adj_z,1.0,1.0859105556917072,-0.03237448581021472,0.03237448581021472,0.1466903721613436,228,False,corr_with:s2_excess_5d_vol_adj_rank:0.930
s2_upside_downside_20d_rank,1.0,0.2886737490896715,-0.02847922272231852,0.02847922272231852,0.15919104803839712,228,False,corr_with:s2_pullback_quality_20d_rank:0.913
s2_upside_downside_20d_z,1.0,1.2052265600128407,-0.028456028812982176,0.028456028812982176,0.15917301153296606,228,False,corr_with:s2_pullback_quality_20d_rank:0.913
s2_ret_20d_vol_adj_rank,1.0,0.2886754697379935,-0.02726866403820267,0.02726866403820267,0.1603425656869921,228,False,corr_with:s2_pullback_quality_20d_rank:0.917
s2_ret_20d_vol_adj_z,1.0,1.1016235877692184,-0.027266524375669503,0.027266524375669503,0.16033908620454915,228,False,corr_with:s2_pullback_quality_20d_rank:0.916
s2_vol_compression_20d_z,1.0,0.9786934391588354,0.026507393848152656,0.026507393848152656,0.13255588458879977,228,True,
s2_vol_compression_20d_rank,1.0,0.28867554223556335,0.026507393848152656,0.026507393848152656,0.13255588458879977,228,False,corr_with:s2_vol_compression_20d_z:0.998
s2_liquidity_trend_20d_rank,1.0,0.28863716059362277,-0.024252604408753358,0.024252604408753358,0.11888706197864905,228,True,
s2_liquidity_trend_20d_z,1.0,1.0416356342859696,-0.02425156762899076,0.02425156762899076,0.1188873652948122,228,False,corr_with:s2_liquidity_trend_20d_rank:0.998
s2_intraday_stability_20d_z,1.0,1.0681356925829633,0.024091561542547685,0.024091561542547685,0.23771909303397093,228,True,
s2_intraday_stability_20d_rank,1.0,0.2885961258100857,0.02408588132077273,0.02408588132077273,0.23772425058820357,228,False,corr_with:s2_intraday_stability_20d_z:0.999
s2_volume_price_confirm_5d_rank,1.0,0.28866354885593354,-0.0220551118986929,0.0220551118986929,0.12212126869957962,228,True,
s2_trend_eff_60d_rank,1.0,0.28867554130408957,-0.021698136817286842,0.021698136817286842,0.1071967128367349,228,True,
s2_trend_eff_60d_z,1.0,1.061553161427518,-0.021691156437457584,0.021691156437457584,0.10719765492026492,228,False,corr_with:s2_trend_eff_60d_rank:0.998
s2_turnover_price_confirm_5d_rank,1.0,0.28866376810111105,-0.02155514140387251,0.02155514140387251,0.1208792017764573,228,False,corr_with:s2_volume_price_confirm_5d_rank:0.995
s2_volume_price_confirm_5d_z,1.0,1.6638602641311981,-0.021497130215459268,0.021497130215459268,0.12163559462148743,228,False,corr_with:s2_volume_price_confirm_5d_rank:0.993
s2_turnover_price_confirm_5d_z,1.0,1.6629695072883106,-0.02099336215361281,0.02099336215361281,0.12042500148256198,228,False,corr_with:s2_volume_price_confirm_5d_rank:0.988
s2_ret_60d_vol_adj_rank,1.0,0.2886755265319009,-0.020924691749988695,0.020924691749988695,0.1670862188005428,228,True,
s2_ret_60d_vol_adj_z,1.0,1.0554942361362416,-0.02092436695161921,0.02092436695161921,0.16708715227537466,228,False,corr_with:s2_ret_60d_vol_adj_rank:0.999
s2_trend_eff_20d_z,1.0,0.981108466072177,-0.020203379242607917,0.020203379242607917,0.10036871737766923,228,True,
