stock_code,final_confidence,ridge_rank,calendar_alpha
601598,0.898855421686747,0.9939759036144579,0.7600803212851407
000582,0.8746586345381526,0.9759036144578314,0.7026506024096386
600208,0.8583132530120483,0.9819277108433735,0.6015261044176708
601216,0.856285140562249,0.9859437751004017,0.725140562248996
300001,0.8432329317269077,0.9899598393574297,0.6199196787148596
600483,0.8362248995983935,0.8634538152610441,0.8380722891566267
002312,0.8338253012048192,0.9779116465863453,0.6810843373493978
600998,0.8338052208835343,0.9357429718875502,0.5553012048192774
600967,0.8326506024096386,0.9919678714859438,0.524979919678715
600688,0.8280823293172692,0.9879518072289156,0.7083132530120484
601118,0.8209738955823292,0.9718875502008032,0.6686345381526106
002128,0.8206726907630522,0.9497991967871486,0.6903212851405622
002299,0.818082329317269,0.9477911646586346,0.4928112449799197
600339,0.8156827309236948,0.9738955823293173,0.7338152610441768
600143,0.8136646586345381,0.9979919678714859,0.46590361445783146
600968,0.8104718875502009,0.9578313253012049,0.7354618473895583
600516,0.8093775100401606,0.9457831325301205,0.6363052208835343
000519,0.8086646586345383,0.9839357429718876,0.5390763052208837
002265,0.808504016064257,0.9598393574297188,0.5143373493975905
002624,0.808343373493976,1.0,0.5289558232931728
000629,0.8060240963855423,0.9678714859437751,0.5646586345381527
300285,0.8052911646586347,0.963855421686747,0.6958634538152613
002266,0.8043975903614458,0.9959839357429718,0.42401606425702815
600707,0.8042771084337348,0.9698795180722891,0.5114859437751005
002120,0.8028012048192771,0.8734939759036144,0.6573895582329319
000657,0.7912951807228916,0.9799196787148594,0.6197991967871487
601228,0.7899096385542169,0.8554216867469879,0.6648594377510041
002085,0.7810140562248996,0.9196787148594378,0.4734538152610442
603596,0.7799196787148595,0.9618473895582329,0.4333333333333334
000709,0.7791265060240965,0.9136546184738956,0.5313654618473896
002607,0.7758232931726909,0.9116465863453815,0.6000803212851407
688561,0.7711144578313254,0.9538152610441767,0.5434939759036145
300395,0.7690763052208837,0.9558232931726908,0.6056224899598396
603568,0.7682630522088353,0.8714859437751004,0.6095983935742973
600642,0.7676907630522088,0.7349397590361446,0.8984738955823294
000733,0.7669477911646586,0.927710843373494,0.5208032128514057
600764,0.766425702811245,0.9417670682730924,0.3552610441767069
000825,0.765140562248996,0.9518072289156626,0.33285140562249005
600808,0.7649899598393575,0.9056224899598394,0.48044176706827313
300718,0.7621184738955824,0.9096385542168675,0.5681526104417672
600316,0.7611646586345382,0.9176706827309237,0.5077108433734941
600739,0.7598995983935743,0.857429718875502,0.5283534136546185
600580,0.7592871485943775,0.9397590361445783,0.4556224899598394
000683,0.7592168674698796,0.9156626506024096,0.5577510040160644
688582,0.7587751004016065,0.9216867469879518,0.5045783132530122
600562,0.7555020080321285,0.893574297188755,0.5898795180722893
600021,0.7543775100401606,0.8955823293172691,0.4938152610441768
000898,0.7508734939759036,0.8493975903614458,0.5986746987951809
600517,0.7497791164658635,0.8775100401606426,0.5187951807228917
000039,0.7491064257028114,0.9236947791164659,0.5169076305220884
600862,0.7484638554216867,0.9377510040160643,0.3934538152610442
601608,0.7474698795180722,0.9437751004016064,0.38144578313253025
600096,0.7458734939759036,0.9036144578313253,0.605983935742972
600398,0.7458232931726908,0.8353413654618473,0.5551807228915664
002138,0.7444779116465863,0.9337349397590361,0.4546184738955824
300100,0.7442570281124499,0.891566265060241,0.5091566265060242
002126,0.7420381526104418,0.9658634538152611,0.4279919678714861
600435,0.7388253012048193,0.929718875502008,0.4520883534136547
601212,0.7378815261044178,0.9317269076305221,0.5430923694779117
688192,0.7370481927710844,0.8895582329317269,0.47309236947791167
600970,0.736546184738956,0.8514056224899599,0.49357429718875506
600312,0.7341767068273093,0.8855421686746988,0.4937349397590362
601666,0.7323995983935744,0.8614457831325302,0.5408433734939762
600582,0.7301506024096386,0.7449799196787149,0.7033333333333334
000729,0.7300401606425703,0.7469879518072289,0.7257831325301206
600486,0.7284036144578314,0.8795180722891566,0.5730522088353417
600060,0.7262751004016065,0.8594377510040161,0.385421686746988
600549,0.7224698795180723,0.9257028112449799,0.4942971887550202
603228,0.7218373493975904,0.9016064257028112,0.5118473895582331
002583,0.7215361445783133,0.8192771084337349,0.5576305220883535
002195,0.7211646586345383,0.8875502008032129,0.5617670682730925
001213,0.7197389558232933,0.7329317269076305,0.712690763052209
002465,0.7136244979919679,0.8755020080321285,0.5312048192771086
688702,0.7119779116465864,0.8674698795180723,0.6414859437751006
601399,0.7112248995983936,0.8815261044176707,0.4204016064257029
600699,0.7094678714859437,0.8995983935742972,0.2635742971887551
000937,0.7085441767068273,0.7409638554216867,0.7301606425702812
600598,0.7079618473895581,0.7730923694779116,0.712570281124498
000723,0.7022489959839358,0.8092369477911646,0.662409638554217
601098,0.7022389558232932,0.7530120481927711,0.6017269076305222
