stock_code,final_confidence,ridge_rank,calendar_alpha
600642,0.9147995991983968,0.9478957915831663,0.8187174348697397
600032,0.9069038076152304,0.9619238476953907,0.7763126252505012
002608,0.9035270541082164,0.9939879759519038,0.6634068136272547
600995,0.8834468937875751,0.9839679358717435,0.6941082164328659
600873,0.8608116232464931,0.8897795591182365,0.8260120240480963
603858,0.8592585170340682,0.9098196392785571,0.7492585170340682
600517,0.8548997995991985,0.9639278557114228,0.6881362725450904
600720,0.846623246492986,0.935871743486974,0.5876953907815632
002120,0.8433466933867736,0.9438877755511023,0.5802004008016033
300012,0.8382264529058115,0.9338677354709419,0.766933867735471
000400,0.8303507014028058,0.9278557114228457,0.7887374749498999
300001,0.8280761523046092,0.9759519038076152,0.5896593186372746
002430,0.8225350701402805,0.9779559118236473,0.602364729458918
688363,0.820370741482966,0.9599198396793587,0.4846893787575151
600098,0.8197695390781563,0.8597194388777555,0.7319839679358718
600363,0.8177454909819639,1.0,0.6164729458917837
605589,0.8170140280561122,0.9519038076152304,0.5365931863727456
001286,0.8158016032064128,0.8677354709418837,0.6996793587174349
002439,0.8156412825651301,0.9879759519038076,0.5294989979959921
600967,0.8141482965931864,0.9979959919839679,0.5632064128256514
300432,0.8140480961923848,0.9959919839679359,0.5555911823647295
000539,0.8092384769539078,0.8617234468937875,0.6854509018036073
600998,0.8091082164328658,0.8937875751503006,0.6945490981963929
002821,0.8083567134268538,0.9378757515030061,0.5488577154308619
600312,0.8033166332665331,0.9038076152304609,0.7832064128256515
603707,0.8021342685370741,0.9018036072144289,0.5400000000000001
300957,0.8019338677354709,0.9178356713426854,0.503927855711423
600131,0.7942885771543087,0.8557114228456913,0.8160320641282566
600764,0.7941482965931864,0.9679358717434869,0.43631262525050096
600008,0.7922545090180362,0.8256513026052105,0.7020841683366735
601567,0.7920340681362725,0.9579158316633266,0.5056112224448899
688425,0.7897194388777555,0.8917835671342685,0.5500601202404811
601399,0.789438877755511,0.9799599198396793,0.5681763527054109
300735,0.7884468937875752,0.9539078156312625,0.40749498997996
002773,0.7883366733466933,0.9719438877755511,0.43430861723446895
000537,0.7865430861723447,0.8877755511022044,0.5381563126252507
688475,0.7863326653306614,0.9198396793587175,0.5028456913827656
688297,0.7833967935871743,0.969939879759519,0.5299799599198398
688188,0.783066132264529,0.8997995991983968,0.6056112224448899
688349,0.7812625250501003,0.9418837675350702,0.4977955911823648
600511,0.7795290581162324,0.8476953907815631,0.5862525050100201
603596,0.7775150300601203,0.9819639278557114,0.4218837675350702
601106,0.7733667334669339,0.9238476953907816,0.717114228456914
002265,0.7703306613226453,0.9899799599198397,0.30136272545090187
603233,0.7701503006012024,0.8657314629258517,0.6958316633266534
600863,0.7695090180360723,0.8236472945891784,0.6519839679358719
301498,0.767184368737475,0.8957915831663327,0.4687374749498999
001696,0.7665531062124248,0.9559118236472945,0.4028857715430862
601866,0.7663527054108217,0.781563126252505,0.7339478957915834
000825,0.7663326653306615,0.9118236472945892,0.5807615230460923
000050,0.7654308617234469,0.8837675350701403,0.6036072144288578
002261,0.7633767535070141,0.9659318637274549,0.41783567134268546
002410,0.7547194388777555,0.8777555110220441,0.6385170340681363
002130,0.7540881763527054,0.9919839679358717,0.4107414829659319
688582,0.7532164328657315,0.9859719438877755,0.3523446893787576
600601,0.7530060120240482,0.9739478957915831,0.3410821643286574
002138,0.7519238476953909,0.8196392785571143,0.6762324649298599
601991,0.7473146292585171,0.8136272545090181,0.6261322645290582
002465,0.7450901803607215,0.9458917835671342,0.5418837675350704
600062,0.7415831663326653,0.8156312625250501,0.5294589178356714
000733,0.7408517034068136,0.9218436873747495,0.45198396793587187
300073,0.7407114228456915,0.9298597194388778,0.36885771543086177
300474,0.7373446893787575,0.8857715430861723,0.4940681362725452
000883,0.7356613226452907,0.8276553106212425,0.4652905811623247
688120,0.729498997995992,0.811623246492986,0.6943486973947897
600673,0.7277855711422845,0.8517034068136272,0.689498997995992
600582,0.7263326653306613,0.779559118236473,0.5738677354709419
002436,0.725561122244489,0.8416833667334669,0.6224849699398798
002044,0.7244689378757515,0.8637274549098196,0.6954709418837676
600562,0.7225450901803607,0.9498997995991983,0.4020040080160321
300339,0.7223547094188377,0.9078156312625251,0.4461322645290582
600637,0.7178056112224449,0.8797595190380761,0.6215230460921845
002085,0.7164328657314629,0.9138276553106213,0.3462925851703407
002025,0.7125951903807615,0.9398797595190381,0.4123046092184369
603650,0.7124749498997996,0.845691382765531,0.6695390781563128
002414,0.7069238476953909,0.87374749498998,0.5270941883767536
603606,0.7061422845691383,0.905811623246493,0.34
603160,0.7022945891783567,0.8216432865731463,0.43803607214428864
600038,0.6985370741482965,0.8537074148296593,0.3765130260521043
601179,0.6982565130260521,0.7855711422845691,0.7777955911823647
