stock_code,final_confidence,ridge_rank,calendar_alpha
601666,0.8491951710261569,0.9758551307847082,0.5472837022132798
300383,0.8466297786720322,0.993963782696177,0.7024144869215292
300432,0.8459959758551309,0.9698189134808853,0.7694969818913483
688363,0.8397887323943661,0.9577464788732394,0.546277665995976
000997,0.8393762575452716,0.9818913480885312,0.6500603621730383
002439,0.8355533199195171,0.9919517102615694,0.6070020120724348
002797,0.8344567404426559,0.9617706237424547,0.49637826961770637
002841,0.8329879275653923,0.9074446680080482,0.7090140845070425
600602,0.830533199195171,0.9859154929577465,0.5728370221327969
002152,0.8280080482897384,0.9537223340040242,0.6387927565392355
600528,0.8273843058350101,0.8933601609657947,0.6391146881287727
600967,0.8273239436619719,0.9959758551307847,0.645714285714286
002385,0.8246981891348089,0.96579476861167,0.4102615694164991
603486,0.8207947686116702,0.9899396378269618,0.4401207243460765
688425,0.8201911468812878,0.9416498993963782,0.5407243460764589
001696,0.8159758551307847,0.9778672032193159,0.5439839034205233
002261,0.8155633802816902,0.9979879275653923,0.605513078470825
603786,0.8071529175050303,0.9557344064386318,0.6101006036217305
601098,0.8038631790744466,0.959758551307847,0.4102213279678069
002265,0.8023742454728371,1.0,0.40788732394366206
000034,0.7993158953722335,0.9839034205231388,0.4548088531187124
002821,0.7988832997987927,0.9637826961770624,0.46756539235412475
300017,0.7968913480885313,0.9336016096579477,0.6004426559356139
002065,0.7958853118712274,0.9496981891348089,0.5461167002012074
600582,0.7955331991951711,0.8631790744466801,0.5958148893360161
000933,0.7924748490945674,0.8772635814889336,0.7851911468812879
603927,0.7924144869215292,0.9154929577464789,0.5628169014084508
002517,0.787887323943662,0.9476861167002012,0.5740845070422537
000027,0.7830784708249497,0.8531187122736419,0.6429778672032194
688475,0.7822535211267606,0.8832997987927566,0.6147283702213281
600109,0.7784406438631791,0.9255533199195171,0.3773440643863179
603444,0.7759557344064387,0.9879275653923542,0.30020120724346083
603341,0.775492957746479,0.8873239436619719,0.6556941649899397
300002,0.7722233400402414,0.9235412474849095,0.5291348088531188
300070,0.7701006036217304,0.806841046277666,0.663903420523139
600369,0.7675653923541248,0.8752515090543259,0.5201609657947688
002673,0.7626861167002011,0.8812877263581489,0.44390342052313886
000582,0.7624547283702214,0.9678068410462777,0.4731589537223341
300339,0.7618712273641852,0.9356136820925554,0.5537223340040243
688582,0.7591549295774648,0.9517102615694165,0.48088531187122746
002624,0.7583702213279678,0.8913480885311871,0.49183098591549307
300735,0.7566800804828974,0.8792756539235412,0.5192756539235414
603658,0.7534004024144869,0.8390342052313883,0.513400402414487
300024,0.7507545271629779,0.9014084507042254,0.4879275653923541
600062,0.7505030181086519,0.8511066398390342,0.4494969818913481
688166,0.7492655935613681,0.93158953722334,0.369698189134809
600126,0.7475754527162977,0.9094567404426559,0.5404024144869216
601928,0.7432394366197184,0.8732394366197183,0.389456740442656
300558,0.7404426559356136,0.9275653923541247,0.2925553319919518
600848,0.7396478873239437,0.869215291750503,0.46804828973843066
002085,0.7383802816901409,0.9195171026156942,0.42434607645875266
688520,0.7360764587525152,0.9396378269617707,0.3205633802816902
300100,0.7356438631790745,0.9295774647887324,0.3840241448692154
688561,0.7355935613682093,0.9114688128772636,0.49690140845070424
002402,0.7354225352112677,0.971830985915493,0.3272032193158954
600363,0.7343661971830986,0.8410462776659959,0.7760965794768613
600764,0.7325150905432596,0.8651911468812877,0.5356941649899397
600673,0.7285412474849096,0.8611670020120724,0.666277665995976
688347,0.7282595573440644,0.8490945674044266,0.6884909456740443
600007,0.7279778672032193,0.8108651911468813,0.514728370221328
600601,0.7263883299798792,0.937625754527163,0.36309859154929586
688266,0.7232193158953723,0.9738430583501007,0.2892555331991953
688318,0.7214688128772637,0.8993963782696177,0.44603621730382303
688192,0.718158953722334,0.9798792756539235,0.2138832997987928
002410,0.7175452716297787,0.7907444668008048,0.7482494969818915
300003,0.7158249496981891,0.8571428571428571,0.6435814889336017
000728,0.7136016096579476,0.8430583501006036,0.37995975855130787
688235,0.7135613682092554,0.9436619718309859,0.28
300748,0.7104225352112676,0.772635814889336,0.7752917505030182
000783,0.7102313883299799,0.8189134808853119,0.5089336016096582
002773,0.7082997987927566,0.8712273641851107,0.4432595573440644
688297,0.702374245472837,0.8953722334004024,0.46583501006036226
002120,0.7010362173038229,0.7565392354124748,0.5804024144869216
688301,0.6975150905432596,0.8249496981891348,0.5019315895372235
002032,0.6943360160965795,0.8370221327967807,0.3137625754527164
601162,0.693118712273642,0.8450704225352113,0.34672032193158964
002670,0.692364185110664,0.903420523138833,0.2000402414486922
601139,0.6922937625754527,0.7082494969818913,0.659718309859155
002583,0.6917806841046278,0.9175050301810865,0.2793963782696177
002335,0.6901106639839034,0.89738430583501,0.36446680080482907
