stock_code,confidence,model_rank_score,calendar_alpha
300017,0.9600000000000001,1.0,0.8400000000000002
688387,0.9160155434836615,0.9979338842975206,0.6702605210420843
688525,0.9081771601053347,0.990702479338843,0.6606012024048097
300857,0.8962857947299557,0.9628099173553719,0.6967134268537075
002185,0.8921242277944319,0.9617768595041323,0.6831663326653308
600352,0.8889010044883154,0.9245867768595042,0.7818436873747495
300454,0.8827869168088244,0.984504132231405,0.5776352705410824
688002,0.8734200632670299,0.9628099173553719,0.6052505010020041
601106,0.8733336921777439,0.9958677685950413,0.5057314629258518
000960,0.8724993168154491,0.9886363636363636,0.5240881763527055
000060,0.8695823879163285,0.9628099173553719,0.5898997995991985
603920,0.8652783666506567,0.9483471074380165,0.6160721442885773
000629,0.8596853003527718,0.9700413223140496,0.528617234468938
002738,0.8575139328243263,0.9741735537190083,0.5075350701402807
002008,0.8571307283989467,0.9638429752066116,0.5369939879759521
600499,0.8548474635220855,0.871900826446281,0.8036873747494991
600497,0.8471144768876596,0.9586776859504131,0.5124248496993989
600312,0.8433512272478842,0.8708677685950413,0.760801603206413
002851,0.8421548054787262,0.9173553719008265,0.616553106212425
688019,0.8400614452044586,0.9462809917355373,0.5214028056112225
600637,0.8335646706636414,0.9514462809917356,0.4799198396793588
601799,0.8329124985508207,0.8460743801652892,0.793426853707415
600549,0.8328629573195979,0.8780991735537189,0.6971543086172346
688599,0.8274859843654252,0.8729338842975207,0.6911422845691384
300604,0.8268921313701784,0.9421487603305785,0.48112224448897806
300285,0.8256396470627204,0.9803719008264462,0.36144288577154315
300373,0.8230216424584706,0.8584710743801653,0.7166733466933868
688122,0.8221960035774027,0.981404958677686,0.34456913827655317
601865,0.8207926182944402,0.9111570247933884,0.5496993987975952
002409,0.820734692525547,0.9628099173553719,0.39450901803607225
603806,0.8162984439954288,0.8171487603305785,0.81374749498998
600392,0.8132353343049736,0.8977272727272727,0.5597595190380763
002353,0.8096456963513805,0.8491735537190083,0.6910621242484972
688281,0.8058272743834778,0.8966942148760331,0.5332264529058117
603077,0.8024223653919409,0.9132231404958677,0.47002004008016035
600378,0.792422924361119,0.9452479338842976,0.33394789579158324
300724,0.7863414846221369,0.7830578512396694,0.7961923847695395
002429,0.7826159343480349,0.7995867768595042,0.7317034068136273
600131,0.7809022176584575,0.7644628099173554,0.8302204408817637
300012,0.7759052195299692,0.8068181818181819,0.6831663326653309
300763,0.7690423201775454,0.8357438016528926,0.5689378757515031
603699,0.7649029463886451,0.8099173553719008,0.6298597194388779
300450,0.7644342196790274,0.899793388429752,0.35835671342685377
002756,0.7642359926464499,0.9132231404958677,0.31727454909819647
003031,0.760552116629954,0.8729338842975206,0.4234068136272545
300570,0.7549289488067042,0.8181818181818181,0.5651703406813628
688385,0.7524364431342022,0.9049586776859504,0.29486973947895795
688347,0.7501959911558655,0.8584710743801653,0.425370741482966
688037,0.7490453013464947,0.8398760330578512,0.4765531062124249
000933,0.7462892313552726,0.8078512396694215,0.5616032064128258
000831,0.7437206023617482,0.8481404958677685,0.4304609218436874
300395,0.7413071390715315,0.8708677685950413,0.3526252505010021
002025,0.7411373573593469,0.9028925619834711,0.255871743486974
300432,0.7343805379353749,0.7871900826446281,0.5759519038076154
605358,0.7342530515576609,0.9090909090909092,0.20973947895791586
600435,0.7339703166663907,0.8956611570247934,0.2488977955911824
000155,0.7323767990526507,0.7840909090909091,0.5772344689378758
600516,0.7300895799864191,0.8915289256198347,0.24577154308617236
001389,0.7297674688219414,0.6776859504132231,0.8860120240480963
002624,0.7285707986220374,0.765495867768595,0.6177955911823648
002436,0.728002389075672,0.8109504132231404,0.4791583166332666
688615,0.7214370890541414,0.7975206611570248,0.49318637274549104
300748,0.7194658738965535,0.8429752066115702,0.34893787575150303
603225,0.7189401944384637,0.78099173553719,0.5327855711422848
600517,0.7179021472697462,0.734504132231405,0.6680961923847697
688568,0.7172208052468574,0.7727272727272727,0.5507014028056114
600487,0.7164294291061462,0.6549586776859504,0.9008416833667336
002430,0.7122178654830322,0.8450413223140496,0.31374749498998
688709,0.7121661090776595,0.7871900826446281,0.48709418837675356
300390,0.7121303971579522,0.8522727272727273,0.29170340681362733
603939,0.7108680584309114,0.6962809917355371,0.7546292585170341
001221,0.7101490584474734,0.7066115702479339,0.7207615230460923
603233,0.7084868083273985,0.6942148760330578,0.751302605210421
688629,0.7082892023716856,0.8543388429752066,0.2701402805611223
002281,0.7065708690107487,0.7954545454545454,0.43991983967935877
300972,0.7057846892131371,0.7716942148760331,0.508056112224449
002266,0.7042001358088078,0.7107438016528926,0.6845691382765532
300919,0.7038651890557975,0.7985537190082644,0.4197995991983969
688017,0.7016081957303036,0.7117768595041323,0.6711022044088178
000738,0.6938478196061545,0.7293388429752066,0.5873747494989981
