stock_code,confidence,model_rank_score,calendar_alpha
300017,0.9767216719639293,0.9959100204498977,0.9191566265060241
600487,0.9523379407199349,0.9969325153374233,0.81855421686747
688702,0.9516270603887944,0.9867075664621676,0.8463855421686748
003035,0.9237698647350137,0.9959100204498977,0.7073493975903615
600499,0.9212375883903713,0.9550102249488752,0.8199196787148596
600602,0.9109639786138419,0.9785276073619632,0.7082730923694781
300383,0.9035916672826275,0.9723926380368099,0.6971887550200805
000831,0.9007134057703206,0.9867075664621677,0.6427309236947792
688002,0.8969962672776997,0.9672801635991819,0.686144578313253
001389,0.8917888116884717,0.9601226993865031,0.6867871485943775
601958,0.887976507256018,0.9447852760736196,0.717550200803213
000039,0.8871119447113608,0.9713701431492843,0.6343373493975905
600549,0.8866332815926282,0.9856850715746421,0.5894779116465866
002831,0.8810544016557027,0.8844580777096115,0.8708433734939762
600126,0.8687903146327642,0.9314928425357873,0.6806827309236949
688037,0.8647387710350605,0.9488752556237219,0.6123293172690765
600096,0.8639690664498485,0.941717791411043,0.6307228915662652
002126,0.8620292827752729,0.8793456032719836,0.8100803212851407
000021,0.8601918717816049,0.9734151329243355,0.5205220883534137
603688,0.8584232020104959,0.9192229038854806,0.6760240963855423
688301,0.8583014265651563,0.8946830265848671,0.7491566265060241
001221,0.8513531426318772,0.9805725971370143,0.4636947791164659
688469,0.8434807327469387,0.8916155419222904,0.6990763052208837
002850,0.8428930445709217,0.908997955010225,0.6445783132530122
603565,0.8400469978071797,0.8916155419222904,0.6853413654618475
603000,0.8267906595707986,0.9713701431492843,0.39305220883534137
688017,0.8262435016138172,0.9243353783231083,0.5319678714859439
300623,0.8218719047971026,0.8936605316973415,0.6065060240963857
688361,0.8166875477369601,0.943762781186094,0.43546184738955834
600498,0.8088554216867471,0.8333333333333334,0.7354216867469882
002837,0.7989499100697267,0.8640081799591002,0.6037751004016064
000729,0.7987304432453741,0.8670756646216768,0.593694779116466
600968,0.7987081454652968,0.9202453987730062,0.43409638554216873
601179,0.7977354818045187,0.8721881390593047,0.5743775100401608
600985,0.794324599009535,0.8057259713701431,0.7601204819277109
688582,0.7943023628255353,0.9314928425357873,0.3827309236947792
002558,0.7939186192623254,0.9846625766871165,0.22168674698795185
688608,0.7933776825091777,0.9366053169734151,0.3636947791164659
300054,0.7930371177963388,0.8803680981595092,0.5310441767068274
000400,0.790299541725183,0.8732106339468303,0.5415662650602411
600339,0.7878759208613596,0.8936605316973416,0.4705220883534138
000738,0.7876143223199545,0.9069529652351738,0.42959839357429724
688172,0.7876108729396112,0.8415132924335378,0.6259036144578313
688018,0.7875194643605095,0.9406952965235174,0.32799196787148593
002266,0.781390593047035,0.7862985685071575,0.7666666666666669
603568,0.7811861556656072,0.83640081799591,0.6155421686746988
600352,0.780336376179565,0.7862985685071575,0.7624497991967873
688052,0.7800796437282873,0.8680981595092024,0.5160240963855423
300748,0.7729542094759407,0.8312883435582823,0.5979518072289158
601666,0.7696980560277922,0.7955010224948875,0.6922891566265061
002152,0.7695881686254218,0.7822085889570551,0.7317269076305221
600312,0.7664514499716659,0.8456032719836402,0.5289959839357431
600885,0.76445912484293,0.8578732106339468,0.48421686746987963
300390,0.7622798556187942,0.8711656441717791,0.43562248995983943
601918,0.7622106216276148,0.7719836400817996,0.7328915662650604
002078,0.7609758050607337,0.7505112474437627,0.7923694779116467
300763,0.7596168723975657,0.7791411042944785,0.7010441767068274
002056,0.7581266784931135,0.7699386503067485,0.7226907630522089
600764,0.7575322147485648,0.8016359918200409,0.6252208835341366
600546,0.7567934929903664,0.810838445807771,0.5946586345381527
002851,0.7550590706383818,0.787321063394683,0.6582730923694782
601106,0.7531802054845147,0.8568507157464212,0.4421686746987952
300115,0.7502900559292385,0.859918200408998,0.4214056224899599
000937,0.7477522359376155,0.7852760736196318,0.6351807228915666
000591,0.7465786458718309,0.7586912065439673,0.7102409638554218
603650,0.7461167368861951,0.852760736196319,0.4261847389558233
688213,0.7447495503486339,0.8200408997955011,0.5188755020080322
600516,0.74451899623032,0.7556237218813906,0.7112048192771085
000423,0.742187399906374,0.7361963190184049,0.7601606425702812
000933,0.7412158449749919,0.8282208588957055,0.4802008032128515
601233,0.7407170399388967,0.7699386503067485,0.6530522088353415
002318,0.7406193485598839,0.7975460122699387,0.569839357429719
600583,0.739950661541873,0.8496932515337423,0.4107228915662651
300140,0.739256596939907,0.8251533742331288,0.4815662650602411
600008,0.7389022963017715,0.7464212678936606,0.7163453815261046
002312,0.7368913075615344,0.7617586912065439,0.6622891566265061
000155,0.7357068149900214,0.7188139059304703,0.7863855421686747
600566,0.7352061004755217,0.7433537832310838,0.7107630522088354
688385,0.7336073742824057,0.8179959100204499,0.48044176706827313
600873,0.7304821124990761,0.7177914110429447,0.76855421686747
