stock_code,confidence,model_rank_score,calendar_alpha
300285,0.9647146683783684,0.9938650306748467,0.8772635814889337
603077,0.9464437545518509,0.9662576687116564,0.8870020120724347
002080,0.9148537235684044,0.9795501022494888,0.720764587525151
688525,0.900011911962573,0.9918200408997955,0.6245875251509055
688676,0.8992291170334893,0.9611451942740286,0.7134808853118714
600487,0.8887193097233709,0.9355828220858895,0.7481287726358149
002261,0.8875824270778043,0.9580777096114519,0.6760965794768612
601958,0.8864812803199567,0.9560327198364008,0.6778269617706238
000155,0.8851241189468096,0.9294478527607362,0.7521529175050302
600497,0.8834145980175532,0.9928425357873211,0.5551307847082496
002436,0.8811232425226204,0.9488752556237219,0.6778672032193159
688297,0.8783122045154362,0.9785276073619632,0.5776659959758552
300757,0.863921504487045,0.908997955010225,0.7286921529175051
000831,0.8617716112626681,0.9734151329243355,0.5268410462776661
000060,0.8582083914530125,0.9815950920245399,0.4880482897384306
000629,0.8569797928676353,0.9314928425357873,0.6334406438631792
300604,0.855787115330017,0.9560327198364008,0.5550503018108652
000021,0.8541921467455037,0.9355828220858896,0.6100201207243461
600392,0.8478942365851552,0.9805725971370143,0.4498591549295775
600499,0.8459417239634124,0.9396728016359919,0.5647484909456743
601615,0.8442665193615682,0.9959100204498978,0.38933601609657953
003031,0.8411801483749121,0.8752556237218814,0.7389537223340041
002340,0.8349508091493748,0.9284253578732107,0.5545271629778673
002318,0.8325442223895521,0.8824130879345603,0.6829376257545272
600141,0.8310410314648629,0.9120654396728016,0.5879678068410463
002156,0.8304587648590932,0.9621676891615543,0.4353319919517103
002185,0.825183555319648,0.9335378323108385,0.5001207243460766
000039,0.8241305501721989,0.8854805725971371,0.6400804828973844
300748,0.8234384836627126,0.9539877300613497,0.4317907444668008
000960,0.82272833318932,0.9468302658486707,0.4504225352112677
002409,0.8211397834861933,0.9202453987730062,0.5238229376257547
002851,0.8205014133883053,0.918200408997955,0.5274044265593563
002738,0.8185861179346016,0.9795501022494888,0.3356941649899397
301611,0.8172875288541063,0.9386503067484663,0.45319919517102625
300383,0.8149138388613892,0.9028629856850716,0.5510663983903422
600096,0.8145755514683192,0.8640081799591002,0.666277665995976
000683,0.8121461283035637,0.8077709611451942,0.8252716297786721
000591,0.811316611324388,0.8057259713701431,0.8280885311871228
002312,0.8110874449148882,0.8292433537832311,0.7566197183098592
688385,0.8074783671353274,0.8844580777096115,0.576539235412475
600352,0.8072428435644543,0.8916155419222904,0.5541247484909457
002155,0.8050845564182643,0.8486707566462168,0.6743259557344066
002353,0.8045788843490389,0.8159509202453987,0.7704627766599599
601168,0.8042409672760489,0.9754601226993865,0.29058350100603625
603225,0.8003056375060178,0.9386503067484663,0.38527162977867213
600378,0.7984428657836591,0.8568507157464214,0.6232193158953724
603920,0.7963943785411858,0.9621676891615543,0.29907444668008054
600118,0.7948539087284443,0.9120654396728016,0.4432193158953723
688599,0.7936366049055067,0.9120654396728016,0.43835010060362173
300751,0.7932743084272507,0.9570552147239264,0.30193158953722343
600516,0.7928182592487439,0.8384458077709611,0.6559356136820926
002202,0.7922452506449741,0.8476482617586911,0.6260362173038231
002335,0.7899911740380936,0.8834355828220859,0.5096579476861168
600486,0.7897541074668873,0.7862985685071575,0.8001207243460766
002266,0.7882256730567454,0.8496932515337423,0.6038229376257547
688615,0.7795125970547209,0.9754601226993864,0.1916700201207244
688002,0.7779785461233659,0.9192229038854806,0.3542454728370222
688281,0.7768303069953464,0.9141104294478528,0.36498993963782705
002837,0.7765094863660491,0.8425357873210634,0.5784305835010062
300390,0.7761363271654467,0.8466257668711656,0.5646680080482898
300919,0.773055449259977,0.8905930470347648,0.4204426559356138
000933,0.7720651516460728,0.8210633946830266,0.6250704225352114
300058,0.7710765204725284,0.9775051124744376,0.15179074446680088
688220,0.7672122921578551,0.859918200408998,0.48909456740442664
603688,0.766895606769451,0.7811860940695297,0.7240241448692154
601865,0.7646692424485564,0.8834355828220859,0.4083702213279679
600549,0.7633448544024886,0.7453987730061349,0.8171830985915495
300724,0.7632685684660108,0.8824130879345603,0.40583501006036216
601061,0.7613132167236547,0.8762781186094069,0.41641851106639843
000738,0.7600032094406932,0.8302658486707566,0.5492152917505032
603000,0.7582133290540791,0.8486707566462168,0.48684104627766606
600498,0.7558960511535471,0.7525562372188139,0.7659154929577465
002153,0.7538112108232214,0.9406952965235174,0.19315895372233402
300567,0.7521082322153783,0.7862985685071575,0.6495372233400405
000951,0.7505219044327314,0.7832310838445808,0.6523943661971832
002044,0.7497359617829679,0.899795501022495,0.2995573440643863
601608,0.7496454802434238,0.8773006134969326,0.3666800804828974
002195,0.7484969325153374,0.8179959100204499,0.5400000000000001
603568,0.7475819950377108,0.7822085889570551,0.6437022132796782
605589,0.7471170581772845,0.7361963190184049,0.7798792756539236
