stock_code,weight
688615,0.0392156862745098
300857,0.038431372549019606
301611,0.03764705882352941
002558,0.03686274509803922
002517,0.03607843137254902
300390,0.03529411764705882
300454,0.034509803921568626
002202,0.03372549019607843
688385,0.03294117647058824
600637,0.03215686274509804
300136,0.03137254901960784
688387,0.03058823529411765
603179,0.02980392156862745
002157,0.029019607843137254
688525,0.02823529411764706
002532,0.027450980392156862
300383,0.02666666666666667
688676,0.02588235294117647
600879,0.025098039215686273
600959,0.02431372549019608
688568,0.023529411764705882
000426,0.022745098039215685
600606,0.02196078431372549
603341,0.021176470588235293
002244,0.0203921568627451
300058,0.0196078431372549
603156,0.018823529411764704
002837,0.01803921568627451
688709,0.017254901960784313
688183,0.01647058823529412
002265,0.01568627450980392
002851,0.014901960784313726
688375,0.01411764705882353
688361,0.013333333333333334
603979,0.012549019607843137
603786,0.011764705882352941
300223,0.010980392156862745
600118,0.01019607843137255
688018,0.009411764705882352
002436,0.008627450980392156
300070,0.00784313725490196
002773,0.007058823529411765
003031,0.006274509803921568
300054,0.005490196078431373
000878,0.004705882352941176
300679,0.00392156862745098
002025,0.003137254901960784
301358,0.002352941176470588
000960,0.001568627450980392
002335,0.000784313725490196
