stock_code,weight
300390,0.039999999999999994
000062,0.039999999999999994
300136,0.039999999999999994
600707,0.039999999999999994
300679,0.037380098799565095
001389,0.039999999999999994
688347,0.039999999999999994
688183,0.039999999999999994
002821,0.037380098799565095
600208,0.040000000000000036
688037,0.040000000000000036
300383,0.040000000000000036
688387,0.039999999999999994
600118,0.040000000000000036
300763,0.040000000000000036
002131,0.040000000000000036
300724,0.040000000000000036
688615,0.040000000000000036
605589,0.039999999999999994
301308,0.0324358906064222
000967,0.037380098799565095
300604,0.017241079479126366
002281,0.01461488143808391
002155,0.040000000000000036
688361,0.010040179411599128
600166,0.039999999999999994
002273,0.040000000000000036
688220,0.0067233281205057015
300558,0.0036895773306355804
688234,0.003114767214931395
