group,feature,coverage_before_fill,missing_before_fill,std_after_fill,selected,drop_reason
valuation,od_val_float_ratio_z,1.0,0.0,2.2097073130140386,True,
valuation,od_val_log_float_mv_z,1.0,0.0,1.1626211852046027,True,
valuation,od_val_log_total_mv_z,1.0,0.0,0.9557208952876468,True,
valuation,od_val_pb_z,0.9972418118288515,0.002758188171148479,1.3971411172893595,True,
valuation,od_val_pe_ttm_z,0.8512306254879626,0.14876937451203742,1.3352918723720681,True,
valuation,od_val_ps_z,0.9966786550792899,0.003321344920710123,1.4068789685845675,True,
valuation,od_val_value_ret_5d_z,0.9999360049148226,6.399508517740404e-05,1.3403045962846074,True,
valuation,od_val_available,1.0,0.0,0.0,False,near_zero_variance
valuation,od_val_float_ratio_rank,1.0,0.0,0.28073403477031744,False,corr_with:od_val_float_ratio_z:0.926
valuation,od_val_lag_days,1.0,0.0,0.0,False,near_zero_variance
valuation,od_val_log_float_mv_rank,1.0,0.0,0.28865512616882405,False,corr_with:od_val_log_float_mv_z:0.999
valuation,od_val_log_total_mv_rank,1.0,0.0,0.2886564444027443,False,corr_with:od_val_log_total_mv_z:0.999
valuation,od_val_mv_gap_rank,1.0,0.0,0.2807340362485441,False,corr_with:od_val_float_ratio_z:-0.926
valuation,od_val_mv_gap_z,1.0,0.0,2.210374283858237,False,corr_with:od_val_float_ratio_z:-0.983
valuation,od_val_pb_rank,0.9972418118288515,0.002758188171148479,0.2882982872454436,False,corr_with:od_val_pb_z:1.000
valuation,od_val_pe_ttm_rank,0.8512306254879626,0.14876937451203742,0.26632465281796136,False,corr_with:od_val_pe_ttm_z:1.000
valuation,od_val_ps_rank,0.9966786550792899,0.003321344920710123,0.28821509749640145,False,corr_with:od_val_ps_z:0.999
valuation,od_val_value_ret_5d_rank,0.9999360049148226,6.399508517740404e-05,0.28868901191600493,False,corr_with:od_val_value_ret_5d_z:0.997
