group,feature,coverage_before_fill,missing_before_fill,std_after_fill,selected,drop_reason
valuation,od_val_float_ratio_z,1.0,0.0,2.2104934488880805,True,
valuation,od_val_log_float_mv_z,1.0,0.0,1.1593197498273355,True,
valuation,od_val_log_total_mv_z,1.0,0.0,0.9564305080165105,True,
valuation,od_val_pb_z,0.9972266803620723,0.002773319637927707,1.3970384046038002,True,
valuation,od_val_pe_ttm_z,0.8510303652821467,0.1489696347178533,1.335206879689256,True,
valuation,od_val_ps_z,0.9966617448802721,0.003338255119727851,1.4078342991438306,True,
valuation,od_val_value_ret_5d_z,0.9999358027861591,6.419721384087751e-05,1.3398521244934587,True,
valuation,od_val_available,1.0,0.0,0.0,False,near_zero_variance
valuation,od_val_float_ratio_rank,1.0,0.0,0.2806815264690002,False,corr_with:od_val_float_ratio_z:0.926
valuation,od_val_lag_days,1.0,0.0,0.0,False,near_zero_variance
valuation,od_val_log_float_mv_rank,1.0,0.0,0.2886576916139268,False,corr_with:od_val_log_float_mv_z:0.999
valuation,od_val_log_total_mv_rank,1.0,0.0,0.28865990372264005,False,corr_with:od_val_log_total_mv_z:0.999
valuation,od_val_mv_gap_rank,1.0,0.0,0.28068152806297103,False,corr_with:od_val_float_ratio_z:-0.926
valuation,od_val_mv_gap_z,1.0,0.0,2.2111373216072443,False,corr_with:od_val_float_ratio_z:-0.983
valuation,od_val_pb_rank,0.9972266803620723,0.002773319637927707,0.288289085976462,False,corr_with:od_val_pb_z:1.000
valuation,od_val_pe_ttm_rank,0.8510303652821467,0.1489696347178533,0.26629830059882514,False,corr_with:od_val_pe_ttm_z:1.000
valuation,od_val_ps_rank,0.9966617448802721,0.003338255119727851,0.28820509425496404,False,corr_with:od_val_ps_z:0.999
valuation,od_val_value_ret_5d_rank,0.9999358027861591,6.419721384087751e-05,0.2886905054648034,False,corr_with:od_val_value_ret_5d_z:0.997
