group,feature,coverage_before_fill,missing_before_fill,std_after_fill,selected,drop_reason
valuation,od_val_float_ratio_z,1.0,0.0,2.2119633302030577,True,
valuation,od_val_log_float_mv_z,1.0,0.0,1.1543458509531335,True,
valuation,od_val_log_total_mv_z,1.0,0.0,0.9598567224018064,True,
valuation,od_val_pb_z,0.9971910651557712,0.0028089348442288387,1.3970127091430806,True,
valuation,od_val_pe_ttm_z,0.8508385214381234,0.14916147856187656,1.3351233306958696,True,
valuation,od_val_ps_z,0.9966216000051188,0.0033783999948812093,1.4094037786135625,True,
valuation,od_val_value_ret_5d_z,0.9999360151516121,6.398484838787688e-05,1.3393720475114241,True,
valuation,od_val_available,1.0,0.0,0.0,False,near_zero_variance
valuation,od_val_float_ratio_rank,1.0,0.0,0.2805796617993569,False,corr_with:od_val_float_ratio_z:0.925
valuation,od_val_lag_days,1.0,0.0,0.0,False,near_zero_variance
valuation,od_val_log_float_mv_rank,1.0,0.0,0.2886577469051682,False,corr_with:od_val_log_float_mv_z:0.999
valuation,od_val_log_total_mv_rank,1.0,0.0,0.28865995160581953,False,corr_with:od_val_log_total_mv_z:0.999
valuation,od_val_mv_gap_rank,1.0,0.0,0.28057966349375074,False,corr_with:od_val_float_ratio_z:-0.925
valuation,od_val_mv_gap_z,1.0,0.0,2.21256974942658,False,corr_with:od_val_float_ratio_z:-0.983
valuation,od_val_pb_rank,0.9971910651557712,0.0028089348442288387,0.28828388789769044,False,corr_with:od_val_pb_z:1.000
valuation,od_val_pe_ttm_rank,0.8508385214381234,0.14916147856187656,0.2662683067129288,False,corr_with:od_val_pe_ttm_z:1.000
valuation,od_val_ps_rank,0.9966216000051188,0.0033783999948812093,0.288199247396834,False,corr_with:od_val_ps_z:0.999
valuation,od_val_value_ret_5d_rank,0.9999360151516121,6.398484838787688e-05,0.28869045534326515,False,corr_with:od_val_value_ret_5d_z:0.997
