top_k,rank_power,mean_excess_return,sum_excess_return,min_excess_return
50,0.5,0.008073040936539821,0.024219122809619464,-0.000269878063959424
40,0.5,0.008059149590330487,0.024177448770991462,0.0005460199221367246
50,0.75,0.007850028697490278,0.02355008609247083,-0.0003141260365399044
45,0.5,0.007843539366201623,0.02353061809860487,-0.00013487238925139443
45,0.75,0.007626969748429022,0.022880909245287066,-0.0002053573268604638
50,1.0,0.007621007926489552,0.022863023779468656,-0.00042245836782596816
55,1.0,0.0074607375493675535,0.02238221264810266,-0.0005508300724243326
40,0.75,0.007454791549658225,0.022364374648974675,-2.2575390771075593e-05
55,0.75,0.007448524564883208,0.022345573694649623,-0.0006143061267268966
50,1.25,0.007408679057063247,0.02222603717118974,-0.0005723182224680184
55,1.25,0.007401254413282705,0.022203763239848115,-0.0005873052116587545
45,1.0,0.0073811542014518864,0.02214346260435566,-0.00040730923289854747
55,0.5,0.007311873114513696,0.021935619343541088,-0.0008529009494349371
60,1.25,0.007310115060897773,0.02193034518269332,-0.0007180652407248293
55,1.5,0.007307074033946879,0.021921222101840637,-0.0006784244365894993
60,1.0,0.007304983347351103,0.021914950042053308,-0.0007437395218048582
60,1.5,0.007278930923353824,0.021836792770061474,-0.0007390125179092336
60,0.75,0.007248323227523842,0.021744969682571526,-0.0008294998881786982
50,1.5,0.007224147351831489,0.021672442055494467,-0.0007423926338348159
65,1.5,0.007214018062825854,0.02164205418847756,-0.0007912902106816163
65,1.25,0.0071963920039702966,0.02158917601191089,-0.0007978666668547116
45,1.25,0.0071563340578644176,0.021469002173593252,-0.0006566129794936936
70,1.5,0.0071471539208168774,0.021441461762450632,-0.0007841843269123464
65,1.0,0.007138180494384752,0.021414541483154255,-0.0008350381133942486
60,0.5,0.007126843193472586,0.021380529580417758,-0.0009882148303800888
70,1.25,0.007107047920845684,0.02132114376253705,-0.0007660378685875151
40,1.0,0.00704771297473795,0.02114313892421385,-0.0005317577225235695
70,1.0,0.007032720995924518,0.021098162987773554,-0.0007454498694691326
65,0.75,0.007029508063155607,0.02108852418946682,-0.0008977369876094956
45,1.5,0.006972873917122213,0.02091862175136664,-0.0009068540969272912
80,1.5,0.006946317019702349,0.020838951059107047,-0.0005500946658196781
70,0.75,0.006915978947248449,0.020747936841745345,-0.0007046575984543495
65,0.5,0.00686816726796666,0.02060450180389998,-0.0009627838544865475
80,1.25,0.006829580385007877,0.02048874115502363,-0.0004091947909318043
40,1.25,0.006786033609571957,0.02035810082871587,-0.0009529787990450456
70,0.5,0.006747079975485137,0.02024123992645541,-0.0006132517043371359
80,1.0,0.00665170584695669,0.01995511754087007,-0.00019810283874469384
40,1.5,0.006630168173743991,0.019890504521231974,-0.0012824609551206692
80,0.75,0.006386167865243426,0.019158503595730278,0.00012743357601662127
100,1.5,0.0062961895033598675,0.0188885685100796,5.852396501754634e-05
100,1.25,0.006056773964452454,0.018170321893357363,0.00022335983294064117
80,0.5,0.005993070670834645,0.017979212012503937,0.0006330301678468212
100,1.0,0.005756511654376124,0.017269534963128372,0.0003773287793526429
100,0.75,0.005386770626631471,0.01616031187989441,0.0004819502230613351
100,0.5,0.004943410764440089,0.014830232293320268,0.0004615036229650808
