stock_code,weight
002756,0.09999999999999998
000893,0.09999999999999998
300390,0.09999999999999998
002294,0.09999999999999998
300054,0.08940876350540217
300383,0.07841846415985748
300558,0.06847393796228168
000657,0.059506641366223904
300677,0.05145035433528248
300073,0.04424118034310498
000739,0.03781754637338807
000062,0.03212020291987761
300432,0.027092223986368732
300487,0.022679007086705644
603345,0.01882827324478178
000027,0.015490066994539746
002821,0.012616756379971339
301358,0.010163032955117534
002432,0.008085911784068464
688266,0.006344731440963481
600535,0.004901154009991093
301301,0.003719165085388994
002265,0.0027650737714440612
000155,0.0020075126824923508
003022,0.0014174379429191027
002312,0.0009681291871587341
688166,0.0006351895596948459
688617,0.00039654571506021757
300919,0.00023244781783681213
603290,0.00012546954265577192
003031,6.050807419742088e-05
300037,2.4784107191263598e-05
600563,7.841846415985745e-06
000729,1.5490066994539749e-06
688778,9.681291871587343e-08
