stock_code,weight
600871,0.04000000000000001
300017,0.04000000000000001
600498,0.04000000000000001
002432,0.04000000000000001
002155,0.04000000000000001
600435,0.04000000000000001
600688,0.04000000000000001
600339,0.04000000000000001
688297,0.04000000000000001
600968,0.04000000000000001
600988,0.04000000000000001
600583,0.04000000000000001
601212,0.04000000000000001
688027,0.04000000000000001
688702,0.04000000000000001
688561,0.04000000000000001
600392,0.04000000000000001
002402,0.04000000000000001
300570,0.0384683472481626
300054,0.03582181456128607
300383,0.03247892580919266
002607,0.02664935992693802
300373,0.029620230979223703
300623,0.021793614363684755
000021,0.01971492143164547
002508,0.025477760297178083
603766,0.02178528568075608
600602,0.008658748427507634
688017,0.004918252465272563
601615,0.014612738809152289
