top_k,rank_power,agreement_power,risk_penalty,equal_mix,max_weight,mean_excess,min_excess,std_excess,negative_windows,count,utility
100,0.6,0.0,0.7,0.25,0.06,-0.0062221376993408135,-0.049125300684195364,0.02619256088216807,7,11,-0.06324545833040005
100,0.6,0.0,0.7,0.1,0.06,-0.006209419689065829,-0.04913934633408345,0.02623321346206865,7,11,-0.06325133085503305
100,0.6,0.0,0.35,0.25,0.06,-0.006232673554684664,-0.04916734596321748,0.026151759342792107,7,11,-0.06327102096831318
100,0.6,0.0,0.35,0.1,0.06,-0.006222062715478452,-0.04918980066890999,0.02618412165484864,7,11,-0.0632819735305366
100,0.9,0.0,0.7,0.25,0.06,-0.0062033009364619454,-0.0492114397103021,0.02625009152403273,7,11,-0.06329268764365138
100,0.6,0.0,0.0,0.25,0.06,-0.006244070236455165,-0.0492210464905594,0.02611012913568362,7,11,-0.06330423041471171
100,0.9,0.0,0.7,0.1,0.06,-0.006186815573611187,-0.049242713165411525,0.026302334423388203,7,11,-0.06330802707870516
100,0.9,0.0,0.35,0.25,0.06,-0.006213053370047032,-0.049251901255347286,0.02621019612375837,7,11,-0.063316743154195
100,0.6,0.0,0.0,0.1,0.06,-0.006235738733603053,-0.049254241301720306,0.026134093280793302,7,11,-0.06332180683483356
100,0.9,0.0,0.35,0.1,0.06,-0.006198518493913293,-0.04929126701946576,0.02625431613436422,7,11,-0.06333685773918381
100,1.2,0.0,0.7,0.25,0.06,-0.006184721001086105,-0.04929730355355512,0.026307277009241518,7,11,-0.06333992238552956
100,0.9,0.0,0.0,0.25,0.06,-0.006223615148286735,-0.049303723085241,0.026169479781106075,7,11,-0.06334821894470785
100,1.2,0.0,0.35,0.25,0.06,-0.006193696769096996,-0.049336198137247364,0.026268285204066332,7,11,-0.063362486952462
100,1.2,0.0,0.7,0.1,0.06,-0.006164519651160186,-0.049345749777315165,0.02637106097166246,7,11,-0.0633647347604649
100,0.6,1.0,0.7,0.25,0.06,-0.006170364228328017,-0.049309079879503226,0.02646772168935836,7,11,-0.06337274257836954
100,0.9,0.0,0.0,0.1,0.06,-0.006211192627800937,-0.049353453215338225,0.02620536776769216,7,11,-0.06337460649892691
100,0.6,1.0,0.35,0.25,0.06,-0.00617650298288662,-0.04932918704536668,0.026430072296396608,7,11,-0.06338153328420577
100,1.2,0.0,0.35,0.1,0.06,-0.006175290572773256,-0.049392423277745845,0.026324113637273914,7,11,-0.06339177294873924
100,1.2,0.0,0.0,0.25,0.06,-0.006203430132094625,-0.04938616090188999,0.026228481287390335,7,11,-0.0633922469950762
