top_k,rank_power,agreement_power,risk_penalty,equal_mix,max_weight,mean_excess,min_excess,std_excess,negative_windows,count,utility
80,0.6,1.0,0.0,0.1,0.06,0.0019483937952932773,-0.019093797856285018,0.017923232328797126,6,11,-0.03198869300067701
80,1.2,1.0,0.0,0.25,0.06,0.0019719318690312932,-0.019140846686184623,0.017919766181109565,6,11,-0.03199251768795687
80,0.9,1.0,0.0,0.25,0.06,0.001954509751038637,-0.019151160711469353,0.017909355375679045,6,11,-0.032013525519762734
80,0.6,1.0,0.0,0.25,0.06,0.0019370047821167836,-0.019161451575559804,0.017898951115601344,6,11,-0.03203460394211943
80,0.9,1.0,0.35,0.1,0.06,0.002001770965942019,-0.019318237686347824,0.018070311685267453,6,11,-0.03210674956718354
80,1.2,1.0,0.35,0.25,0.06,0.0019985841527669895,-0.01933931928857343,0.018031153271206947,6,11,-0.03211279573817881
80,0.6,1.0,0.35,0.1,0.06,0.0019811490131036048,-0.019329212994726765,0.01805796252395056,6,11,-0.0321308694147201
80,0.9,1.0,0.35,0.25,0.06,0.001981485757657398,-0.019348484767278816,0.01802104520907651,6,11,-0.03213286640497902
80,0.6,1.0,0.35,0.25,0.06,0.0019643007969587234,-0.019357630857594593,0.018010940910036882,6,11,-0.03215301294510725
80,1.2,0.0,0.0,0.1,0.06,0.0019438109919503927,-0.0194118374810611,0.017833213708484008,6,11,-0.03216159492380727
80,1.2,0.0,0.0,0.25,0.06,0.0019331857793310444,-0.019426484596206543,0.01782688219572011,6,11,-0.03217942552732291
80,0.9,0.0,0.0,0.1,0.06,0.0019277696955398841,-0.0194340122343057,0.017823728534313115,6,11,-0.03218856977862182
80,0.9,0.0,0.0,0.25,0.06,0.0019198180323222872,-0.019444963557243705,0.017819035051108573,6,11,-0.03220191886480108
80,0.6,0.0,0.0,0.1,0.06,0.0019117934653062744,-0.019456054815296515,0.01781436538666905,6,11,-0.0322154307705389
80,0.6,0.0,0.0,0.25,0.06,0.001906504507127614,-0.019463332374736055,0.017811273723529013,6,11,-0.032224313348596274
80,1.2,1.0,0.7,0.1,0.06,0.00205260241550863,-0.019540436419963517,0.018210775753020363,6,11,-0.03222435337472457
80,1.2,1.0,0.7,0.25,0.06,0.0020238452989629094,-0.01953365037862522,0.01813751741907947,6,11,-0.03223072428298209
80,0.9,1.0,0.7,0.1,0.06,0.002032457589620682,-0.019550128284201322,0.018198759812709995,6,11,-0.032247309334077615
80,0.9,1.0,0.7,0.25,0.06,0.0020070579440562846,-0.01954172693215673,0.01812770904999186,6,11,-0.03224990547773572
80,0.6,1.0,0.7,0.25,0.06,0.0019901805278632373,-0.01954978731875273,0.018117901964231742,6,11,-0.03226916735444634
80,0.6,1.0,0.7,0.1,0.06,0.0020122046901890236,-0.01955980074811653,0.01818675482124495,6,11,-0.03227036446399213
50,1.2,0.0,0.0,0.1,0.06,0.003433284631092517,-0.016879776927749262,0.018377112746623767,7,11,-0.032288859712212986
50,1.2,0.0,0.0,0.25,0.06,0.0034329393259463423,-0.016886161690327046,0.018374254332662775,7,11,-0.03229232127141558
80,1.2,0.0,0.35,0.25,0.06,0.0019616395545239973,-0.01961529267726804,0.01794415557572827,6,11,-0.0322935749457689
50,0.9,0.0,0.0,0.1,0.06,0.003432759647746478,-0.016889237695467723,0.018372789140811915,7,11,-0.032293980254737134
50,0.9,0.0,0.0,0.25,0.06,0.003432501839824645,-0.01689404566342576,0.018370686640173526,7,11,-0.032296597218274194
80,1.2,0.0,0.35,0.1,0.06,0.0019779555221819344,-0.019638407178334902,0.017974127605261524,6,11,-0.032298620686134386
50,0.6,0.0,0.0,0.1,0.06,0.003432238893930659,-0.016898776866371455,0.018368570144784647,7,11,-0.03229916976208838
50,0.6,0.0,0.0,0.25,0.06,0.003432067878311462,-0.0169019949725122,0.018367196100125185,7,11,-0.032300928130227155
80,0.9,0.0,0.35,0.25,0.06,0.0019485793257590569,-0.019632561604068975,0.017936634780393125,6,11,-0.03231511633178061
80,0.9,0.0,0.35,0.1,0.06,0.0019622832476640065,-0.01965912989049603,0.017965007916843474,6,11,-0.03232444666584448
80,0.6,0.0,0.35,0.25,0.06,0.001935570334193585,-0.019649727856008263,0.017929196721077022,6,11,-0.03233656555968063
