top_k,rank_power,agreement_power,risk_penalty,equal_mix,max_weight,mean_excess,min_excess,std_excess,negative_windows,count,utility
60,0.6,0.0,0.0,0.25,0.06,-0.002008843585263519,-0.05174660602168879,0.02751261863080648,7,11,-0.06093496185597841
60,0.6,0.0,0.0,0.1,0.06,-0.002007845067497987,-0.051762210931541,0.02751847198309206,7,11,-0.0609447896221956
60,0.6,0.0,0.35,0.25,0.06,-0.002013155836147477,-0.0517611776515757,0.02751952542557958,7,11,-0.0609497437834878
60,0.9,0.0,0.0,0.25,0.06,-0.0020063664932872855,-0.051785560161687866,0.027527135464582617,7,11,-0.060959486456445666
60,0.6,0.0,0.35,0.1,0.06,-0.0020130197685587366,-0.0517796968874053,0.027526775635994306,7,11,-0.0609625318100005
60,0.6,0.0,0.7,0.25,0.06,-0.002016966500195406,-0.051775440753794484,0.027526283827963637,7,11,-0.060963801909463
60,0.9,0.0,0.35,0.25,0.06,-0.0020105684403076943,-0.05180016990744679,0.027534004690682616,7,11,-0.06097417155744643
60,0.9,0.0,0.0,0.1,0.06,-0.002004872557126507,-0.051808955899539905,0.02753590318522667,7,11,-0.06097422189315711
60,0.6,0.0,0.7,0.1,0.06,-0.0020175925654162498,-0.05179681261006785,0.02753490975878317,7,11,-0.06097940757115275
60,1.2,0.0,0.0,0.25,0.06,-0.0020039035899663184,-0.05182446354829065,0.027541585442426797,7,11,-0.060983978079547405
60,0.9,0.0,0.7,0.25,0.06,-0.002014280600433306,-0.05181447021019937,0.027540724228204798,7,11,-0.060988143783604135
60,0.9,0.0,0.35,0.1,0.06,-0.0020099148935509986,-0.05182648759445061,0.027544166294016677,7,11,-0.060991849023725536
60,1.2,0.0,0.35,0.25,0.06,-0.0020079985308251403,-0.05183910975846171,0.027548416067652317,7,11,-0.06099856840281524
60,1.2,0.0,0.0,0.1,0.06,-0.0020019170731413447,-0.05185563996346325,0.027553258315038066,7,11,-0.061003615629978816
60,0.9,0.0,0.7,0.1,0.06,-0.0020143694857017347,-0.051843647957753716,0.02755225769177668,7,11,-0.06100862268329814
