feature,mean_ic,abs_mean_ic,std_ic,stability_score,n_days,selected
amplitude_ma_20d,-0.05343514751193941,0.05343514751193941,0.252003668002537,0.21204030836207158,486,True
amplitude_ma_20d_rank,-0.05343514751193941,0.05343514751193941,0.252003668002537,0.21204030836207158,486,False
vol_20d,-0.051584700823211586,0.051584700823211586,0.24462575728940408,0.2108710485917313,486,False
vol_20d_rank,-0.051584700823211586,0.051584700823211586,0.24462575728940408,0.2108710485917313,486,False
high_low_range,-0.05092735627634113,0.05092735627634113,0.19288818092114532,0.2640239127624304,506,True
vol_5d,-0.05075233790906873,0.05075233790906873,0.19827084421033103,0.2559734999752641,501,True
close_over_ma60,-0.04597296118732681,0.04597296118732681,0.21839114141429464,0.21050648109226192,447,True
ret_60d,-0.03574052487309002,0.03574052487309002,0.2219822873096834,0.16100547616104674,446,True
ret_20d,-0.03368424484991546,0.03368424484991546,0.20435900092015036,0.16482797366534027,486,True
ret_20d_rank,-0.03368424484991546,0.03368424484991546,0.20435900092015036,0.16482797366534027,486,False
excess_ret_20d,-0.03368424484991546,0.03368424484991546,0.20435900092015036,0.16482797366534027,486,False
excess_ret_20d_rank,-0.03368424484991546,0.03368424484991546,0.20435900092015036,0.16482797366534027,486,False
turnover_ma_20d,-0.033326142786125126,0.033326142786125126,0.240895363751924,0.13834224090009312,487,True
close_over_ma20,-0.029610719914669202,0.029610719914669202,0.1956544398465866,0.15134115329421438,487,True
ret_10d,-0.027543459996115023,0.027543459996115023,0.19320649148910118,0.1425589648922529,496,True
amount_z_20d,-0.023448710548236405,0.023448710548236405,0.12586785917875168,0.18629477299810832,487,True
amount_z_20d_rank,-0.023448710548236405,0.023448710548236405,0.12586785917875168,0.18629477299810832,487,False
ret_5d,-0.02318865170501554,0.02318865170501554,0.17704451166100793,0.13097565415504714,501,True
ret_5d_rank,-0.02318865170501554,0.02318865170501554,0.17704451166100793,0.13097565415504714,501,False
excess_ret_5d,-0.02318865170501554,0.02318865170501554,0.17704451166100793,0.13097565415504714,501,False
excess_ret_5d_rank,-0.02318865170501554,0.02318865170501554,0.17704451166100793,0.13097565415504714,501,False
reversal_3d,0.023170286593353323,0.023170286593353323,0.16734828238587607,0.13845465163051604,503,True
ret_3d,-0.02316859628969803,0.02316859628969803,0.16734855225845957,0.13844432791738676,503,False
mom_accel_5_20,0.020629960105723148,0.020629960105723148,0.18920185350538435,0.10903619963182035,486,True
turnover_z_20d,-0.020263969731770068,0.020263969731770068,0.11861129180021138,0.17084207230311652,487,False
volume_z_20d,-0.020103446323722105,0.020103446323722105,0.11857439348846192,0.16954146836272813,487,False
rsi_14,-0.019773741180482283,0.019773741180482283,0.17452633907082782,0.11329881774257484,492,True
close_pos_20d,-0.016609353222773345,0.016609353222773345,0.17423051802678716,0.09532921144737858,487,True
vol_ratio_5_20,-0.01060452194898192,0.01060452194898192,0.11444297310373606,0.09266125302526508,486,True
intraday_ret,-0.010299098136769092,0.010299098136769092,0.17781462845948356,0.05792009524694736,506,True
overnight_ret,0.008609523574324283,0.008609523574324283,0.12340479056974298,0.06976596101832513,505,True
ret_1d,-0.008430730394408276,0.008430730394408276,0.18062389380391752,0.046675351425039424,505,False
drawdown_20d,-0.004747514797794157,0.004747514797794157,0.2040757799930536,0.02326337566652979,487,True
