top_k,rank_power,agreement_power,risk_penalty,equal_mix,max_weight,mean_excess,min_excess,std_excess,negative_windows,count,utility
100,0.6,0.0,0.0,0.25,0.06,-0.009595214526244454,-0.04768375596600772,0.01924421852257381,7,11,-0.06401652273649254
100,0.6,0.0,0.0,0.1,0.06,-0.009594167225518806,-0.047723508954544885,0.019273564298246112,7,11,-0.06404666367280727
100,0.9,0.0,0.0,0.25,0.06,-0.009592586476409705,-0.04778216273362236,0.01931675297484134,7,11,-0.06409107236029346
100,0.6,0.0,0.35,0.25,0.06,-0.009636012337685245,-0.04771903602962309,0.019300262083558135,7,11,-0.06409249947634864
100,0.9,0.0,0.0,0.1,0.06,-0.0095910135657171,-0.04784159707568246,0.019360660758228888,7,11,-0.0641361370006838
100,0.6,0.0,0.35,0.1,0.06,-0.009643124599247753,-0.047765845030883325,0.01934088155993279,7,11,-0.06413785200776095
100,1.2,0.0,0.0,0.25,0.06,-0.009589958365227969,-0.047879875712360694,0.01938875788231589,7,11,-0.06416507326322336
100,0.9,0.0,0.35,0.25,0.06,-0.009632869725666947,-0.04781761477534127,0.019371765143390906,7,11,-0.06416637987671943
100,1.2,0.0,0.0,0.1,0.06,-0.009587859832299019,-0.04795885265016847,0.019447142559757005,7,11,-0.06422495706233936
100,0.6,1.0,0.0,0.25,0.06,-0.009618313888080175,-0.047894567648200964,0.019481299513975606,7,11,-0.06422537935549466
100,0.9,0.0,0.35,0.1,0.06,-0.009639353464825801,-0.04788413952574516,0.019426753040251037,7,11,-0.06422652544033566
100,1.2,0.0,0.35,0.25,0.06,-0.00962973489631644,-0.047915477268833176,0.019442730956038823,7,11,-0.06423970399662605
100,0.6,1.0,0.0,0.1,0.06,-0.009621886459721674,-0.04797648297317679,0.01955879432396118,7,11,-0.06429747482461805
100,0.9,1.0,0.0,0.25,0.06,-0.009617292967814587,-0.04799557845275906,0.019550308533446532,7,11,-0.06430221717283166
100,0.6,1.0,0.35,0.25,0.06,-0.009662069502079507,-0.047947837335571494,0.019533876911403042,7,11,-0.06431424113127317
100,1.2,0.0,0.35,0.1,0.06,-0.009635591669605188,-0.04800157451793545,0.0195119999924621,7,11,-0.06431453637848199
100,1.2,1.0,0.0,0.25,0.06,-0.009616217901060617,-0.04809577560515575,0.019618720934666094,7,11,-0.0643783634978206
100,0.9,1.0,0.0,0.1,0.06,-0.009620661355402967,-0.0480976959386465,0.01964176142771455,7,11,-0.0643897192755195
100,0.9,1.0,0.35,0.25,0.06,-0.009660415000760252,-0.04804840208549689,0.019601760406141408,7,11,-0.06438989635359374
100,0.6,1.0,0.35,0.1,0.06,-0.00967439319652087,-0.04804040659802143,0.019621971117624468,7,11,-0.06440412993473985
100,1.2,1.0,0.35,0.25,0.06,-0.00965871635032628,-0.048148143077361774,0.019669047081764694,7,11,-0.06446486396718452
100,1.2,1.0,0.0,0.1,0.06,-0.0096193712752982,-0.04821793252152254,0.019724028738804363,7,11,-0.06448113797291281
100,0.9,1.0,0.35,0.1,0.06,-0.009672407794937764,-0.04816108429793191,0.01970359442628537,7,11,-0.06449495698026825
100,1.2,1.0,0.35,0.1,0.06,-0.009670369414416997,-0.04828077348816976,0.0197845173599029,7,11,-0.06458496284729458
50,0.6,0.0,0.0,0.25,0.06,-0.009145927457414042,-0.05337839195005856,0.02350793644168288,6,11,-0.0650499467378699
50,0.6,0.0,0.0,0.1,0.06,-0.00914646538129067,-0.05338097782805039,0.0235094491977396,6,11,-0.0650524143775558
50,0.9,0.0,0.0,0.25,0.06,-0.009147320158879856,-0.05338512168305542,0.023511677320034865,6,11,-0.06505631249872182
50,0.9,0.0,0.0,0.1,0.06,-0.009148136623049648,-0.053389053507646625,0.023513949160756734,6,11,-0.0650600560178268
50,1.2,0.0,0.0,0.25,0.06,-0.009148747020068125,-0.05339202652575423,0.02351540290926194,6,11,-0.06506281366283614
50,1.2,0.0,0.0,0.1,0.06,-0.009149848856475571,-0.0533973393188852,0.02351843495430433,6,11,-0.06506786118638277
50,0.6,0.0,0.35,0.25,0.06,-0.009178928493045852,-0.05339856194742529,0.023505564591160582,6,11,-0.06509445680929116
50,0.9,0.0,0.35,0.25,0.06,-0.009180097187915284,-0.0534054108353553,0.02350939277307759,6,11,-0.06510069188239787
50,0.6,0.0,0.35,0.1,0.06,-0.009186066624048844,-0.05340518182489047,0.023506677683880466,6,11,-0.06510584513995324
50,1.2,0.0,0.35,0.25,0.06,-0.00918130207721893,-0.05341243371759838,0.023513202988590134,6,11,-0.06510706305492549
50,0.9,0.0,0.35,0.1,0.06,-0.00918746905789216,-0.05341340049040648,0.023511294819883836,6,11,-0.06511333305710701
50,1.2,0.0,0.35,0.1,0.06,-0.009188914925056536,-0.05342182794909817,0.023515894278381008,6,11,-0.0651209852641107
50,0.6,0.0,0.7,0.25,0.06,-0.009210446232710006,-0.053418378902324856,0.023503441035249616,6,11,-0.06513733383291734
50,0.9,0.0,0.7,0.25,0.06,-0.009211393730785854,-0.05342534431664664,0.023507353008287844,6,11,-0.0651434385728458
50,1.2,0.0,0.7,0.25,0.06,-0.009212379536747896,-0.053432482623268225,0.02351124446191463,6,11,-0.06514968022618749
50,0.6,0.0,0.7,0.1,0.06,-0.009223887911645828,-0.05342896217076995,0.023504290298288415,6,11,-0.06515733778867991
50,0.9,0.0,0.7,0.1,0.06,-0.00922502490933684,-0.053437320667956076,0.02350901858164219,6,11,-0.06516467195552103
50,1.2,0.0,0.7,0.1,0.06,-0.009226207876491298,-0.05344588663590198,0.02351372585506307,6,11,-0.06517217132179826
50,0.6,1.0,0.0,0.25,0.06,-0.00923543610465623,-0.05365672726111505,0.023457246994213282,6,11,-0.06529378420987858
50,0.9,1.0,0.0,0.25,0.06,-0.009236234825975704,-0.05366132323092642,0.02346126897604066,6,11,-0.06529834600854173
50,1.2,1.0,0.0,0.25,0.06,-0.009237070747432944,-0.0536660848859178,0.023465274521831368,6,11,-0.06530304030944147
60,0.6,0.0,0.0,0.1,0.06,-0.010051236092572392,-0.05275047176529507,0.02245564711367742,6,11,-0.06531543093016878
60,0.6,0.0,0.0,0.25,0.06,-0.010055986477073063,-0.05274544842002062,0.02244879443143645,6,11,-0.06531545413694455
60,0.9,0.0,0.0,0.25,0.06,-0.01004438045536256,-0.05275823904778336,0.022465759666249942,6,11,-0.06531576380059506
60,0.9,0.0,0.0,0.1,0.06,-0.010037308866519792,-0.05276582051861037,0.02247601832227296,6,11,-0.06531580575825426
60,1.2,0.0,0.0,0.25,0.06,-0.010032958162401002,-0.05277118249436204,0.022482624315278404,6,11,-0.06531632373783783
60,1.2,0.0,0.0,0.1,0.06,-0.010023602114965918,-0.052781352654504766,0.022496273827202543,6,11,-0.06531648216446942
50,0.6,1.0,0.35,0.25,0.06,-0.009267305680942955,-0.05367809613385145,0.02345523432049588,6,11,-0.0653379719413778
50,0.9,1.0,0.35,0.25,0.06,-0.009267889387326896,-0.05368280146703977,0.023459328755062167,6,11,-0.0653424024563163
50,0.6,1.0,0.0,0.1,0.06,-0.009253875757981296,-0.05371498020131818,0.023448799417490843,6,11,-0.06534506373314491
50,1.2,1.0,0.35,0.25,0.06,-0.009268512423475404,-0.05368767105227505,0.023463404350480468,6,11,-0.06534696614246055
60,0.6,0.0,0.35,0.25,0.06,-0.010079713655543516,-0.052754122351791964,0.022459922893141752,6,11,-0.06534716778990413
60,0.9,0.0,0.35,0.25,0.06,-0.010068112288625829,-0.052767229285507755,0.022476668537289544,6,11,-0.06534761699425287
60,1.2,0.0,0.35,0.25,0.06,-0.010056693386666773,-0.05278048687977707,0.02249331561285493,6,11,-0.06534831441774674
50,0.9,1.0,0.0,0.1,0.06,-0.009254834223564663,-0.053720495365091825,0.023453631679299345,6,11,-0.06535053936244459
60,0.9,0.0,0.35,0.1,0.06,-0.010065787066435712,-0.05277660880387963,0.022489139829441424,6,11,-0.06535403730612385
60,1.2,0.0,0.35,0.1,0.06,-0.010052084384084847,-0.05279251791700282,0.022509134032140405,6,11,-0.06535487864232165
50,1.2,1.0,0.0,0.1,0.06,-0.009255837329313355,-0.05372620935108148,0.023458448566442577,6,11,-0.06535617508157289
50,0.6,1.0,0.7,0.25,0.06,-0.009297814395854802,-0.05369909132617356,0.023453376179255282,6,11,-0.06538061323637276
50,0.9,1.0,0.7,0.25,0.06,-0.009298184974574164,-0.053703903556145426,0.02345754207659599,6,11,-0.06538491262741042
50,1.2,1.0,0.7,0.25,0.06,-0.00929859708099452,-0.05370887862366132,0.023461686823090692,6,11,-0.06538934596096399
50,0.6,1.0,0.35,0.1,0.06,-0.009292119249525365,-0.053740622848601864,0.023446404153819406,6,11,-0.06539809399714133
50,0.9,1.0,0.35,0.1,0.06,-0.009292819697186093,-0.05374626924842785,0.023451335648046998,6,11,-0.06540341515825455
50,1.2,1.0,0.35,0.1,0.06,-0.009293567340564303,-0.05375211275071018,0.02345624862175136,6,11,-0.06540889714642825
50,0.6,1.0,0.7,0.1,0.06,-0.009328729707419582,-0.05376581707938839,0.02344426943590772,6,11,-0.06544928731402955
50,0.9,1.0,0.7,0.1,0.06,-0.009329174401882816,-0.053771591755354634,0.023449297484007727,6,11,-0.06545445382609752
50,1.2,1.0,0.7,0.1,0.06,-0.009329668929587245,-0.05377756183637371,0.023454303995836402,6,11,-0.06545978203037056
60,0.6,1.0,0.0,0.25,0.06,-0.010089527152650614,-0.052954424116711196,0.022434079243623832,6,11,-0.0654707014335833
60,0.9,1.0,0.0,0.25,0.06,-0.010078086631736203,-0.05296731288289701,0.022451217356484348,6,11,-0.06547127870059549
60,1.2,1.0,0.0,0.25,0.06,-0.010066834986199188,-0.05298030771901033,0.022468236033744586,6,11,-0.06547207862604154
60,0.6,1.0,0.0,0.1,0.06,-0.010091484903265453,-0.05300124260132376,0.022438299535412622,6,11,-0.06550180534791286
60,0.6,1.0,0.35,0.25,0.06,-0.010113719334739696,-0.052963664575100405,0.022441625566840477,6,11,-0.06550232447151005
60,0.9,1.0,0.0,0.1,0.06,-0.01007775627816816,-0.053016709120746734,0.022458889233951444,6,11,-0.06550250405910407
60,0.9,1.0,0.35,0.25,0.06,-0.010102261736832475,-0.052976878411083825,0.022458607196451767,6,11,-0.0655030405825957
60,1.2,1.0,0.0,0.1,0.06,-0.010064254303523748,-0.05303230292408273,0.022479340000693935,6,11,-0.06550347105814687
60,1.2,1.0,0.35,0.25,0.06,-0.010090992153237803,-0.052990195497654505,0.022475471072762432,6,11,-0.06550397722002112
60,0.6,1.0,0.7,0.25,0.06,-0.010136943913169234,-0.0529729185391455,0.022448381822396033,6,11,-0.06553279049225555
60,0.9,1.0,0.7,0.25,0.06,-0.010125462624230523,-0.05298644906209226,0.022465225265885333,6,11,-0.06553363837795721
60,1.2,1.0,0.7,0.25,0.06,-0.010114168579207515,-0.05300008004500105,0.02248195254303312,6,11,-0.06553470474196643
60,0.6,1.0,0.35,0.1,0.06,-0.010120515521772353,-0.0530123311513908,0.022447247183327173,6,11,-0.06553972600843863
60,0.9,1.0,0.35,0.1,0.06,-0.010106766404283686,-0.05302818775457092,0.022467651148454556,6,11,-0.06554059184413988
60,1.2,1.0,0.35,0.1,0.06,-0.01009324290397008,-0.053044168258455725,0.02248791835099773,6,11,-0.06554172344679295
60,0.9,1.0,0.7,0.1,0.06,-0.010134607469161346,-0.05303967253578103,0.02247554590667601,6,11,-0.06557729746729897
60,1.2,1.0,0.7,0.1,0.06,-0.010121054615133736,-0.05305602971527158,0.02249565073644701,6,11,-0.06557858512840845
80,0.6,0.0,0.0,0.25,0.06,-0.00960827783389463,-0.051084338315613015,0.021180290780886114,7,11,-0.06655395351848398
80,0.6,0.0,0.0,0.1,0.06,-0.009606727734225386,-0.051098551629920254,0.02119497575755362,7,11,-0.06656460265156594
80,0.9,0.0,0.0,0.25,0.06,-0.009604494927792667,-0.05111987989701083,0.02121660567079161,7,11,-0.06658057428369707
80,0.6,0.0,0.35,0.25,0.06,-0.009625406821306292,-0.051094639754434845,0.0211939588291041,7,11,-0.06658068038124322
80,0.9,0.0,0.0,0.1,0.06,-0.009602188246903027,-0.05114120152759763,0.021238577667319916,7,11,-0.06659655358029158
80,0.6,0.0,0.35,0.1,0.06,-0.009627282519119377,-0.05111091335650645,0.02121142634604549,7,11,-0.06659668711953462
80,1.2,0.0,0.0,0.25,0.06,-0.009600776954447658,-0.05115541784024945,0.02125267237099806,7,11,-0.06660719575134684
80,0.9,0.0,0.35,0.25,0.06,-0.009621809998265335,-0.05113051698737018,0.02123015256157044,7,11,-0.06660765833108005
80,1.2,0.0,0.0,0.1,0.06,-0.009597726678889015,-0.05118384705948397,0.021281890968140628,7,11,-0.06662850765661456
80,0.9,0.0,0.35,0.1,0.06,-0.009622966331470226,-0.05115396603602884,0.0212548904115674,7,11,-0.06662906855597937
80,1.2,0.0,0.35,0.25,0.06,-0.00961827551307627,-0.05116638626837399,0.021266093161820217,7,11,-0.06663463056455572
80,0.6,1.0,0.0,0.25,0.06,-0.009714280113974169,-0.051077181020014274,0.02119917602716525,7,11,-0.06666038273277405
80,1.2,0.0,0.35,0.1,0.06,-0.009618724949243346,-0.051197009173233415,0.021298059578895575,7,11,-0.06666144534790729
80,0.9,1.0,0.0,0.25,0.06,-0.009709277827400315,-0.051118899883711724,0.021236080306399046,7,11,-0.06668963783422711
80,1.2,1.0,0.0,0.25,0.06,-0.009704347666669515,-0.051160478938639134,0.021272680162765314,7,11,-0.06671880507054433
80,1.2,1.0,0.0,0.1,0.06,-0.009722011533555244,-0.051189920377551594,0.021306646214924483,7,11,-0.06676262531381733
100,0.6,0.0,0.7,0.25,0.06,-0.009674022184923966,-0.047760588484591415,0.019353146774417306,8,11,-0.06716866196928314
100,0.6,0.0,0.7,0.1,0.06,-0.009688736415934217,-0.047815707976845326,0.019404464749408896,8,11,-0.06722927738939363
100,0.9,0.0,0.7,0.25,0.06,-0.009670403924956559,-0.04785910988427604,0.01942365387730393,8,11,-0.06724178332484816
100,1.2,0.0,0.7,0.25,0.06,-0.009666801137144736,-0.04795689743715159,0.019493618034689353,8,11,-0.06731434410810802
100,0.9,0.0,0.7,0.1,0.06,-0.009684394503973332,-0.04793393365646688,0.01948915144624926,8,11,-0.06731704255941579
100,0.6,1.0,0.7,0.25,0.06,-0.009702859555324338,-0.048002914945090756,0.019583034514821757,8,11,-0.06740036715108423
100,1.2,0.0,0.7,0.1,0.06,-0.009680071158599146,-0.048051278719917545,0.019573206280379486,8,11,-0.06740413996064454
100,0.9,1.0,0.7,0.25,0.06,-0.00970062142347928,-0.048102926883355074,0.01964985393054328,8,11,-0.06747484103612814
100,0.6,1.0,0.7,0.1,0.06,-0.009723341260414664,-0.048106499729444537,0.01968108772437615,8,11,-0.06750751302917543
100,1.2,1.0,0.7,0.25,0.06,-0.009698348655357123,-0.04820210834868306,0.01971607740462068,8,11,-0.06754863301572213
100,0.9,1.0,0.7,0.1,0.06,-0.009720655502200597,-0.04822651405536172,0.019761439926126747,8,11,-0.06759692391694933
100,1.2,1.0,0.7,0.1,0.06,-0.009717928180454007,-0.04834553181375531,0.01984109252624143,8,11,-0.06768552040026754
60,0.6,0.0,0.35,0.1,0.06,-0.010079708706736938,-0.052760880483420675,0.022469032491447646,7,11,-0.06835349511965126
60,0.6,0.0,0.7,0.25,0.06,-0.010102410714699571,-0.052762809111950415,0.02246987936753515,7,11,-0.0683775660237536
60,0.9,0.0,0.7,0.25,0.06,-0.010090807679822523,-0.05277622449337364,0.022486429915731673,7,11,-0.06837814985477964
60,1.2,0.0,0.7,0.25,0.06,-0.010079385947700192,-0.05278978838950969,0.022502883802092744,7,11,-0.06837897993192919
60,0.6,0.0,0.7,0.1,0.06,-0.010106945177724203,-0.052771304595610816,0.022481068240887473,7,11,-0.06838999499531256
60,0.9,0.0,0.7,0.1,0.06,-0.010093021535871747,-0.05278740305331868,0.02250094045888953,7,11,-0.06839069848258533
60,1.2,0.0,0.7,0.1,0.06,-0.010079315457324949,-0.052803679728681954,0.02252070198684489,7,11,-0.06839169879124535
60,0.6,1.0,0.7,0.1,0.06,-0.010148385015887796,-0.05302343590824492,0.022455306376572608,7,11,-0.0685762731549779
80,0.6,0.0,0.7,0.25,0.06,-0.00964140617529284,-0.05110572979733053,0.02120694555963535,8,11,-0.06960658044359999
80,0.6,0.0,0.7,0.1,0.06,-0.00964648174390323,-0.051124221407981264,0.021227114691332115,8,11,-0.06962779326152502
80,0.9,0.0,0.7,0.25,0.06,-0.00963799401268615,-0.051141903964478236,0.02124301858126726,8,11,-0.0696338910366899
80,0.9,0.0,0.7,0.1,0.06,-0.009642387148775204,-0.05116763040855851,0.021270440438178197,8,11,-0.06966057550345486
80,1.2,0.0,0.7,0.25,0.06,-0.009634641408851551,-0.05117806671390896,0.02127883415724016,8,11,-0.06966118997650697
80,0.6,1.0,0.0,0.1,0.06,-0.009733930470320831,-0.05108996287520177,0.021218296234274826,8,11,-0.06969248225401059
80,1.2,0.0,0.7,0.1,0.06,-0.009638364024173686,-0.05121102570787539,0.021313465784869156,8,11,-0.06969334589511621
80,0.6,1.0,0.35,0.25,0.06,-0.00973316697195439,-0.05109788737369175,0.02121260522777695,8,11,-0.06969505070311369
80,0.9,1.0,0.35,0.25,0.06,-0.009728291619606649,-0.051139666845396045,0.021249353565727623,8,11,-0.06972443011827618
80,0.9,1.0,0.0,0.1,0.06,-0.009727927726432207,-0.051140025511638695,0.021262650295564487,8,11,-0.06972760560730654
80,0.6,1.0,0.7,0.25,0.06,-0.009751025285608107,-0.0511179611782315,0.0212252432867666,8,11,-0.06972811281423866
80,0.6,1.0,0.35,0.1,0.06,-0.009756594699897094,-0.05111481049961474,0.021234401520355942,8,11,-0.06973408137975493
80,1.2,1.0,0.35,0.25,0.06,-0.009723486578992122,-0.05118130722107194,0.02128579361385982,8,11,-0.06975371931510024
80,0.9,1.0,0.7,0.25,0.06,-0.009746274570694725,-0.051159802278546856,0.02126184342803778,8,11,-0.06975761679483228
80,0.9,1.0,0.35,0.1,0.06,-0.009750744277079807,-0.051164945865659894,0.021278575757557434,8,11,-0.0697693557358651
80,0.6,1.0,0.7,0.1,0.06,-0.009778024676281553,-0.051138899065062436,0.02124961892110278,8,11,-0.0697737688455947
80,1.2,1.0,0.7,0.25,0.06,-0.00974159215756884,-0.05120150511612792,0.021298131853185607,8,11,-0.069787028190542
80,1.2,1.0,0.35,0.1,0.06,-0.009744978228342372,-0.05121491431647096,0.0213223868786604,8,11,-0.06980452353789005
80,0.9,1.0,0.7,0.1,0.06,-0.009772323818385492,-0.05118910838544086,0.021293621418005466,8,11,-0.06980919420415138
80,1.2,1.0,0.7,0.1,0.06,-0.009766704922634435,-0.05123915179053813,0.021337256389886546,8,11,-0.06984451009442895
70,0.6,0.0,0.0,0.25,0.06,-0.009762394992437444,-0.05200436275155249,0.021833222494863573,8,11,-0.07042331826708484
70,0.6,0.0,0.0,0.1,0.06,-0.00976027595661072,-0.05201357031361639,0.021843274013925117,8,11,-0.07042923664826184
70,0.9,0.0,0.0,0.25,0.06,-0.009757149269279602,-0.05202746348885281,0.021858148422561206,8,11,-0.07043816446823159
70,0.9,0.0,0.0,0.1,0.06,-0.00975398108882131,-0.05204129119837675,0.021873216571421484,8,11,-0.07044705995070273
70,0.6,0.0,0.35,0.25,0.06,-0.009779628272555144,-0.0520103616060196,0.021847731649316943,8,11,-0.07044777814849613
70,1.2,0.0,0.0,0.25,0.06,-0.009751943597707348,-0.05205061558985216,0.021882968835497268,8,11,-0.07045305516049297
70,0.6,0.0,0.35,0.1,0.06,-0.009780955892751964,-0.05202076893897692,0.021860718556086806,8,11,-0.07045859689515982
70,0.9,0.0,0.35,0.25,0.06,-0.00977452620268079,-0.05203379113048279,0.02187244571914771,8,11,-0.07046291231075738
70,1.2,0.0,0.0,0.1,0.06,-0.009747734282934612,-0.05206907371957599,0.0219030445308494,8,11,-0.07046493964739256
70,0.6,0.0,0.7,0.25,0.06,-0.009796141494309168,-0.052016394354007525,0.021861163632335943,8,11,-0.07047126901479767
70,0.9,0.0,0.35,0.1,0.06,-0.009774833408902735,-0.052048884368332736,0.021890405981530074,8,11,-0.0704767655252849
70,1.2,0.0,0.35,0.25,0.06,-0.009769462447754867,-0.05205727114696414,0.02189705375026321,8,11,-0.07047808857349916
70,0.9,0.0,0.7,0.25,0.06,-0.009791169631615469,-0.05204014517435032,0.021885682725137648,8,11,-0.07048667741751008
70,0.6,0.0,0.7,0.1,0.06,-0.00980077175885679,-0.05202800823656242,0.021876933251840733,8,11,-0.07048681001375443
70,1.2,0.0,0.35,0.1,0.06,-0.00976875690299163,-0.052077060388110365,0.021919978255970276,8,11,-0.07049498769985041
70,1.2,0.0,0.7,0.25,0.06,-0.009786234454380283,-0.05206394560378238,0.02191009537998285,8,11,-0.07050212566164542
