feature,mean_ic,abs_mean_ic,std_ic,stability_score,n_days,selected
high_low_range,-0.05270589444894358,0.05270589444894358,0.1908827918153796,0.2761150852447444,506,True
amplitude_ma_20d,-0.05264022403993901,0.05264022403993901,0.2519670029580265,0.20891630453850907,486,True
amplitude_ma_20d_rank,-0.05264022403993901,0.05264022403993901,0.2519670029580265,0.20891630453850907,486,False
vol_5d,-0.05090197769949579,0.05090197769949579,0.19818434613523248,0.25684026943527216,501,True
vol_20d,-0.05044383326233364,0.05044383326233364,0.2446324461954282,0.20620170318835312,486,False
vol_20d_rank,-0.05044383326233364,0.05044383326233364,0.2446324461954282,0.20620170318835312,486,False
close_over_ma60,-0.049764555780917936,0.049764555780917936,0.2153940626447021,0.23103851671384612,447,True
ret_60d,-0.03793323460369346,0.03793323460369346,0.21992621592148237,0.17248085665412255,446,True
ret_20d,-0.036252731888266373,0.036252731888266373,0.20341849336143017,0.17821660692003355,486,True
ret_20d_rank,-0.036252731888266373,0.036252731888266373,0.20341849336143017,0.17821660692003355,486,False
excess_ret_20d,-0.036252731888266373,0.036252731888266373,0.20341849336143017,0.17821660692003355,486,False
excess_ret_20d_rank,-0.036252731888266373,0.036252731888266373,0.20341849336143017,0.17821660692003355,486,False
turnover_ma_20d,-0.032898781952044036,0.032898781952044036,0.24102167165024058,0.136496628000975,487,True
close_over_ma20,-0.03131993695832405,0.03131993695832405,0.19496162921119026,0.16064584830971484,487,True
ret_10d,-0.026453482177228826,0.026453482177228826,0.19298039378018408,0.1370778895262863,496,True
amount_z_20d,-0.0240470857769522,0.0240470857769522,0.12572737318284713,0.19126220413255848,487,True
amount_z_20d_rank,-0.0240470857769522,0.0240470857769522,0.12572737318284713,0.19126220413255848,487,False
mom_accel_5_20,0.02340079294661759,0.02340079294661759,0.1884598812297045,0.12416790579523855,486,True
reversal_3d,0.022716046360085076,0.022716046360085076,0.16708794058973642,0.13595182469832734,503,True
ret_3d,-0.022714214750578388,0.022714214750578388,0.16708810264344212,0.1359407309706434,503,False
ret_5d,-0.022596607203194997,0.022596607203194997,0.17712121369330797,0.12757635946398937,501,True
ret_5d_rank,-0.022596607203194997,0.022596607203194997,0.17712121369330797,0.12757635946398937,501,False
excess_ret_5d,-0.022596607203194997,0.022596607203194997,0.17712121369330797,0.12757635946398937,501,False
excess_ret_5d_rank,-0.022596607203194997,0.022596607203194997,0.17712121369330797,0.12757635946398937,501,False
turnover_z_20d,-0.02065524877270953,0.02065524877270953,0.11854676989629737,0.1742356586781702,487,False
volume_z_20d,-0.020498705692390744,0.020498705692390744,0.11851022428353838,0.17296847464293796,487,False
rsi_14,-0.019109462854717024,0.019109462854717024,0.17426181799068902,0.10965886512714408,492,True
close_pos_20d,-0.018415234330219844,0.018415234330219844,0.17321851009211497,0.10631154839559907,487,True
intraday_ret,-0.010402091356755029,0.010402091356755029,0.17672765833901746,0.05885910895561015,506,True
vol_ratio_5_20,-0.009769512481727763,0.009769512481727763,0.11425153528861624,0.08550805859186186,486,True
overnight_ret,0.009097307702057167,0.009097307702057167,0.12345682943711485,0.07368757205221253,505,True
ret_1d,-0.00867077085135763,0.00867077085135763,0.17929546754381778,0.04835996475635307,505,False
drawdown_20d,-0.006774767707794107,0.006774767707794107,0.20370334717280747,0.03325784550904504,487,True
