feature,mean_ic,abs_mean_ic,std_ic,stability_score,n_days,selected
amplitude_ma_20d,-0.05633358542299728,0.05633358542299728,0.2504827400098163,0.2248991707836589,486,True
amplitude_ma_20d_rank,-0.05633358542299728,0.05633358542299728,0.2504827400098163,0.2248991707836589,486,False
vol_20d,-0.05427671682640931,0.05427671682640931,0.2434580330806741,0.22293983566600234,486,False
vol_20d_rank,-0.05427671682640931,0.05427671682640931,0.2434580330806741,0.22293983566600234,486,False
high_low_range,-0.051121488237149085,0.051121488237149085,0.19218771099027854,0.2659963115093423,506,True
vol_5d,-0.05027314450081309,0.05027314450081309,0.19813167251959826,0.253734751878645,501,True
close_over_ma60,-0.043654752293434414,0.043654752293434414,0.21858795875370338,0.19971160731234694,447,True
ret_60d,-0.03752093887908129,0.03752093887908129,0.22023102800021538,0.17037003754533195,446,True
turnover_ma_20d,-0.03712013450317594,0.03712013450317594,0.24029634393315058,0.15447584186990662,487,True
ret_20d,-0.03243923763936689,0.03243923763936689,0.2041226344520054,0.15891955738713917,486,True
ret_20d_rank,-0.03243923763936689,0.03243923763936689,0.2041226344520054,0.15891955738713917,486,False
excess_ret_20d,-0.03243923763936689,0.03243923763936689,0.2041226344520054,0.15891955738713917,486,False
excess_ret_20d_rank,-0.03243923763936689,0.03243923763936689,0.2041226344520054,0.15891955738713917,486,False
close_over_ma20,-0.028277862775030003,0.028277862775030003,0.19491056611425514,0.14508047592441903,487,True
ret_10d,-0.026612210619241707,0.026612210619241707,0.19257129146998417,0.13819335282402087,496,True
ret_5d,-0.02228254478076033,0.02228254478076033,0.17664534510996652,0.12614212180211778,501,True
ret_5d_rank,-0.02228254478076033,0.02228254478076033,0.17664534510996652,0.12614212180211778,501,False
excess_ret_5d,-0.02228254478076033,0.02228254478076033,0.17664534510996652,0.12614212180211778,501,False
excess_ret_5d_rank,-0.02228254478076033,0.02228254478076033,0.17664534510996652,0.12614212180211778,501,False
reversal_3d,0.022159159549235193,0.022159159549235193,0.16633560119128024,0.13321878282070385,503,True
ret_3d,-0.022157469245579896,0.022157469245579896,0.1663358624318298,0.13320841166317382,503,False
amount_z_20d,-0.02183010015970368,0.02183010015970368,0.12478060199328823,0.17494646495144275,487,True
amount_z_20d_rank,-0.02183010015970368,0.02183010015970368,0.12478060199328823,0.17494646495144275,487,False
mom_accel_5_20,0.02035441608388297,0.02035441608388297,0.1890963113251923,0.107639902128906,486,True
rsi_14,-0.019619384388701012,0.019619384388701012,0.17434650198336402,0.11253034408587664,492,True
turnover_z_20d,-0.018651728559387733,0.018651728559387733,0.11764007578974568,0.15854775582572098,487,False
volume_z_20d,-0.018492942592201207,0.018492942592201207,0.11760299769480591,0.15724756772462986,487,False
close_pos_20d,-0.015535417845382152,0.015535417845382152,0.17426158509221826,0.0891494742670146,487,True
intraday_ret,-0.010402473403549656,0.010402473403549656,0.17784426355171215,0.05849170900480531,506,True
vol_ratio_5_20,-0.009824488047206847,0.009824488047206847,0.11439364507013787,0.08588241207604812,486,True
ret_1d,-0.008425004357821984,0.008425004357821984,0.1805217944959943,0.04667003068141032,505,False
overnight_ret,0.007929329011596391,0.007929329011596391,0.12159600593888462,0.06520990340487265,505,True
drawdown_20d,-0.0021035299459657613,0.0021035299459657613,0.20196248193388955,0.010415397505645739,487,True
