feature,mean_ic,abs_mean_ic,std_ic,stability_score,n_days,selected
amplitude_ma_20d,-0.050355205761670206,0.050355205761670206,0.24995961625920723,0.20145255886812283,481,True
amplitude_ma_20d_rank,-0.050355205761670206,0.050355205761670206,0.24995961625920723,0.20145255886812283,481,False
high_low_range,-0.048625603163469075,0.048625603163469075,0.1924130041883861,0.2527134309614043,501,True
vol_20d,-0.0484276277105775,0.0484276277105775,0.2425924071099528,0.19962466535056417,481,False
vol_20d_rank,-0.0484276277105775,0.0484276277105775,0.2425924071099528,0.19962466535056417,481,False
vol_5d,-0.04649120265861636,0.04649120265861636,0.19789718069215076,0.23492486134037685,496,True
close_over_ma60,-0.03460476484392318,0.03460476484392318,0.21826335525383933,0.15854519536036094,442,True
ret_20d,-0.032929251306369776,0.032929251306369776,0.2018049418872792,0.16317285308062313,481,True
ret_20d_rank,-0.032929251306369776,0.032929251306369776,0.2018049418872792,0.16317285308062313,481,False
excess_ret_20d,-0.032929251306369776,0.032929251306369776,0.2018049418872792,0.16317285308062313,481,False
excess_ret_20d_rank,-0.032929251306369776,0.032929251306369776,0.2018049418872792,0.16317285308062313,481,False
ret_60d,-0.030262082548748636,0.030262082548748636,0.21828911473521365,0.13863240021407566,441,True
turnover_ma_20d,-0.029713959812393262,0.029713959812393262,0.24043203598502233,0.12358517909429169,482,True
close_over_ma20,-0.028917032800006952,0.028917032800006952,0.19474922736864586,0.1484826651589445,482,True
ret_10d,-0.02756597249499891,0.02756597249499891,0.1936018722317351,0.14238410916757224,491,True
ret_5d,-0.024151061957053833,0.024151061957053833,0.17767032824897447,0.13593111615178818,496,True
ret_5d_rank,-0.024151061957053833,0.024151061957053833,0.17767032824897447,0.13593111615178818,496,False
excess_ret_5d,-0.024151061957053833,0.024151061957053833,0.17767032824897447,0.13593111615178818,496,False
excess_ret_5d_rank,-0.024151061957053833,0.024151061957053833,0.17767032824897447,0.13593111615178818,496,False
reversal_3d,0.023648385710034928,0.023648385710034928,0.16706794855214566,0.1415486594904485,498,True
ret_3d,-0.0236466784354594,0.0236466784354594,0.16706822647729377,0.14153820505461667,498,False
amount_z_20d,-0.02252597764806195,0.02252597764806195,0.12428722885184443,0.18123983144786496,482,True
amount_z_20d_rank,-0.02252597764806195,0.02252597764806195,0.12428722885184443,0.18123983144786496,482,False
mom_accel_5_20,0.02061079551484327,0.02061079551484327,0.18710270341079197,0.11015706872242732,481,True
rsi_14,-0.019823549242597785,0.019823549242597785,0.17423629493300122,0.11377328401603375,487,True
turnover_z_20d,-0.019296587823166043,0.019296587823166043,0.11715195162245294,0.16471277552914643,482,False
volume_z_20d,-0.019134334515740627,0.019134334515740627,0.1171071606599614,0.16339027449418855,482,False
close_pos_20d,-0.016909921166585747,0.016909921166585747,0.17392084983795658,0.09722712345999518,482,True
intraday_ret,-0.009918498058006035,0.009918498058006035,0.17839539653950015,0.0555980852214686,501,True
vol_ratio_5_20,-0.00906108534743238,0.00906108534743238,0.11437605533839088,0.07922118051233838,481,True
ret_1d,-0.009021772664917521,0.009021772664917521,0.18025165399212612,0.050050706411854634,500,False
drawdown_20d,-0.006912549345376844,0.006912549345376844,0.20249496097832878,0.034136727033862314,482,True
overnight_ret,0.006359399500788193,0.006359399500788193,0.1193935155213038,0.05326374895045722,500,True
