top_k,rank_power,agreement_power,risk_penalty,equal_mix,max_weight,mean_excess,min_excess,std_excess,negative_windows,count,utility
100,0.6,0.0,0.0,0.25,0.06,-0.0003887308869487474,-0.033577755095536406,0.020912615073441398,6,11,-0.043763537712630945
100,0.6,0.0,0.0,0.1,0.06,-0.00039362208794670455,-0.03363918919590739,0.020936556588464696,6,11,-0.043811274752607314
100,0.9,0.0,0.0,0.25,0.06,-0.00040153014453632484,-0.033735806419780745,0.020973152158372164,6,11,-0.04388630203599781
100,0.9,0.0,0.0,0.1,0.06,-0.0004089811970517968,-0.0338288507850006,0.02100949396206746,6,11,-0.04395866515856903
100,1.2,0.0,0.0,0.25,0.06,-0.0004146949492332919,-0.03389663316135951,0.021034468670946427,6,11,-0.044011292013785605
100,1.2,0.0,0.0,0.1,0.06,-0.0004247789626881552,-0.03402184287489512,0.0210834797945333,6,11,-0.04410875463625855
100,0.6,0.0,0.35,0.25,0.06,-0.00042627124572961297,-0.0341658794504181,0.021162215403666168,6,11,-0.04421635276689702
100,0.9,0.0,0.35,0.25,0.06,-0.0004394763222213133,-0.03432111303373012,0.021220792854432364,6,11,-0.04433734235606748
100,0.6,0.0,0.35,0.1,0.06,-0.0004386705184837435,-0.03434493842176543,0.021236576790101512,6,11,-0.044354777769068376
100,1.2,0.0,0.35,0.25,0.06,-0.0004530117204801667,-0.03447881833536988,0.02128005847777391,6,11,-0.04446031734114557
100,0.9,0.0,0.35,0.1,0.06,-0.00045451661027378113,-0.03453121872173985,0.02130729382374599,6,11,-0.04450007129925419
80,0.6,0.0,0.0,0.25,0.06,-4.652327984163253e-05,-0.03476915897186071,0.022374701612186066,6,11,-0.04450169406600457
80,0.6,0.0,0.0,0.1,0.06,-5.5264768505247386e-05,-0.03483107164193423,0.022394058409009845,6,11,-0.04455242235591825
80,0.9,0.0,0.0,0.25,0.06,-6.853321186339177e-05,-0.034926300347658513,0.02242319435270011,6,11,-0.044630112008633524
100,0.6,0.0,0.7,0.25,0.06,-0.00046362140811000466,-0.03470754147110018,0.02139334255645333,6,11,-0.04463648192988345
100,1.2,0.0,0.35,0.1,0.06,-0.0004707590881844047,-0.03472046508370756,0.021378944004957365,6,11,-0.04464777413964828
80,0.9,0.0,0.0,0.1,0.06,-8.167668693135924e-05,-0.03501964129289159,0.022452341758982784,6,11,-0.044706546902412006
100,0.9,0.0,0.7,0.25,0.06,-0.00047714132989732353,-0.03485982702987811,0.021449918193000093,6,11,-0.04475551709607421
80,1.2,0.0,0.0,0.25,0.06,-9.064290390257526e-05,-0.03508483403504314,0.02247183823737763,6,11,-0.04475950288427287
70,0.6,0.0,0.0,0.25,0.06,-0.00013218608411155175,-0.03483074634451868,0.023084063222490448,6,11,-0.04480164969644537
100,0.6,1.0,0.0,0.25,0.06,-0.0006330850153659321,-0.03479636435268409,0.02129854519904415,6,11,-0.044835539926737424
70,0.6,0.0,0.0,0.1,0.06,-0.00013978728965810853,-0.03490058177074504,0.023099242754676164,6,11,-0.04485494704077417
100,0.6,0.0,0.7,0.1,0.06,-0.00048349071334021355,-0.03499493284658393,0.02151475181073035,6,11,-0.04485913837397316
80,1.2,0.0,0.0,0.1,0.06,-0.00010820831737838095,-0.03520988171775314,0.022510842570069786,6,11,-0.04486184799054771
100,1.2,0.0,0.7,0.25,0.06,-0.0004909597959751132,-0.035014305135243694,0.021507101360499336,6,11,-0.044876318217246164
70,0.9,0.0,0.0,0.25,0.06,-0.0001515092112916828,-0.03500588035128943,0.023122139444577514,6,11,-0.044935572283209727
100,0.9,1.0,0.0,0.25,0.06,-0.000650184516662312,-0.03499267820345693,0.021369661719354942,6,11,-0.04498820686857521
100,0.9,0.0,0.7,0.1,0.06,-0.0004997146194849926,-0.03517767551711744,0.021583180034013473,6,11,-0.04500211493825883
80,0.6,0.0,0.35,0.25,0.06,-0.00010961025901197211,-0.035423672079676186,0.022597811694100668,6,11,-0.04501326643034285
70,0.9,0.0,0.0,0.1,0.06,-0.00016297504227426446,-0.03511074257886994,0.02314502030172829,6,11,-0.0450156756650283
70,1.2,0.0,0.0,0.25,0.06,-0.00017104069301461522,-0.035181209421919345,0.023160381813040167,6,11,-0.045069861799426264
100,0.6,1.0,0.0,0.1,0.06,-0.0006868470420473238,-0.03510152030448461,0.021403329918544524,6,11,-0.04509859170437422
80,0.9,0.0,0.35,0.25,0.06,-0.0001310778418200117,-0.03557359697021508,0.022643708948472563,6,11,-0.0451361632610672
100,1.2,1.0,0.0,0.25,0.06,-0.0006674538111420055,-0.035189610811329944,0.021441052613608652,6,11,-0.04514148345134214
100,1.2,0.0,0.7,0.1,0.06,-0.0005162967787783415,-0.035363049243556134,0.02165243934829988,6,11,-0.045147236161986994
80,0.6,0.0,0.35,0.1,0.06,-0.00013096914350965778,-0.0356164873713128,0.022662084597359952,6,11,-0.04516638271563733
70,1.2,0.0,0.0,0.1,0.06,-0.0001864128203417851,-0.035321137463625835,0.023191031104248583,6,11,-0.04517685307457943
100,0.6,1.0,0.35,0.25,0.06,-0.0006623415898028007,-0.03533231272857643,0.021531604974842466,6,11,-0.04524463047065928
80,1.2,0.0,0.35,0.25,0.06,-0.0001526364585952289,-0.0357247283836455,0.022689718900181705,6,11,-0.04525990321382796
100,0.9,1.0,0.0,0.1,0.06,-0.0007073664436029772,-0.035337096925412016,0.021489527688121877,6,11,-0.04528200652088066
70,0.6,0.0,0.35,0.25,0.06,-0.00019915370096274104,-0.03546863934586879,0.02326997032698147,6,11,-0.04529782989022938
80,0.9,0.0,0.35,0.1,0.06,-0.00015673024287930328,-0.03579639723995948,0.022717308508575534,6,11,-0.045313895713998874
100,0.9,1.0,0.35,0.25,0.06,-0.0006796304227342793,-0.03552407427947339,0.021600121520204577,6,11,-0.04539410537046946
70,0.9,0.0,0.35,0.25,0.06,-0.00021783892869882288,-0.03563601835255131,0.023306042164159924,6,11,-0.045425960481269595
70,0.6,0.0,0.35,0.1,0.06,-0.0002201484298795362,-0.03566605337236516,0.023322642164168395,6,11,-0.04545044099434073
80,1.2,0.0,0.35,0.1,0.06,-0.0001826005830095648,-0.03597775493607598,0.022772703273797375,6,11,-0.0454624293631045
100,1.2,1.0,0.0,0.1,0.06,-0.0007280895969786154,-0.03557341605485963,0.02157617158445504,6,11,-0.045466182126008156
80,0.6,0.0,0.7,0.25,0.06,-0.00016812052811601382,-0.03601765116612771,0.02279945519825315,6,11,-0.04547857502735593
100,1.2,1.0,0.35,0.25,0.06,-0.000697061224310908,-0.035716152721217025,0.021668830023904084,6,11,-0.045543960363017146
70,1.2,0.0,0.35,0.25,0.06,-0.00023672566857832163,-0.035803435554313257,0.02334224630097859,6,11,-0.04555434857641093
100,0.6,1.0,0.35,0.1,0.06,-0.0007219549313715629,-0.03574465835555543,0.02168384769587303,6,11,-0.04558971186867308
80,0.9,0.0,0.7,0.25,0.06,-0.00018910477552761237,-0.036160801453947906,0.022842920081625164,6,11,-0.04559631566830265
70,0.9,0.0,0.35,0.1,0.06,-0.0002425707031628304,-0.035866908180384204,0.023366081433138126,6,11,-0.045604235969677887
100,0.6,1.0,0.7,0.25,0.06,-0.0006922997432486234,-0.035827989702150564,0.021746125067878784,6,11,-0.04562562483150866
80,1.2,0.0,0.7,0.25,0.06,-0.00021017131459703608,-0.03630499300271405,0.022886466033447517,6,11,-0.04571478362458735
80,0.6,0.0,0.7,0.1,0.06,-0.00020118146643450442,-0.03632926227505462,0.022904629388522377,6,11,-0.045724896178597874
70,0.6,0.0,0.7,0.25,0.06,-0.0002627730875968801,-0.03605597125606497,0.023438453192540024,6,11,-0.04575596913937087
70,1.2,0.0,0.35,0.1,0.06,-0.0002652347910182338,-0.036067808822498534,0.023409711856594684,6,11,-0.04575834804866603
100,0.9,1.0,0.35,0.1,0.06,-0.0007427015308893441,-0.03597477221663178,0.021767043954588578,6,11,-0.045769325849515555
100,0.9,1.0,0.7,0.25,0.06,-0.000709699700343774,-0.036015108451273786,0.021812076303453182,6,11,-0.04577178384697134
80,0.6,1.0,0.0,0.25,0.06,-0.0003007564455080098,-0.03636270103718714,0.022725764206231857,6,11,-0.04579981811937826
80,0.9,0.0,0.7,0.1,0.06,-0.00022636256332842573,-0.036501042620438864,0.02295698047319113,6,11,-0.04586623325388953
70,0.9,0.0,0.7,0.25,0.06,-0.00028082750823466197,-0.036215799820589326,0.023472649604455935,6,11,-0.045878469801702244
100,1.2,1.0,0.7,0.25,0.06,-0.0007272172636731058,-0.03620227561602731,0.021878149710115737,6,11,-0.045918120060818426
80,0.9,1.0,0.0,0.25,0.06,-0.00032595304812948404,-0.03652959036880604,0.022777891765153307,6,11,-0.04593818021070144
100,1.2,1.0,0.35,0.1,0.06,-0.0007636184927812943,-0.036205266346724135,0.02185058085994581,6,11,-0.04594942351580223
70,0.6,0.0,0.7,0.1,0.06,-0.0002964916938405025,-0.03637085166460058,0.02352540601100779,6,11,-0.0460003541953528
70,1.2,0.0,0.7,0.25,0.06,-0.0002990776703203395,-0.03637553558328851,0.023506949493602516,6,11,-0.046001136393694075
80,1.2,0.0,0.7,0.1,0.06,-0.00025164241021173215,-0.036674072478958236,0.023009464081118147,6,11,-0.04600845191786621
100,0.6,1.0,0.7,0.1,0.06,-0.0007579047155065548,-0.03633947072384438,0.02194240998846622,6,11,-0.046047189646929734
80,1.2,1.0,0.0,0.25,0.06,-0.000351138847489117,-0.036696516619434835,0.02282993328852531,6,11,-0.04607653214128135
70,0.6,1.0,0.0,0.25,0.06,-0.00043554357929963136,-0.03635236650954794,0.023365462086616145,6,11,-0.04608832900668244
80,0.6,1.0,0.0,0.1,0.06,-0.000360344567304903,-0.036743322120325946,0.02281731199774179,6,11,-0.046110665838935916
70,0.9,0.0,0.7,0.1,0.06,-0.00031815699860583815,-0.03656264594202981,0.023566651977969956,6,11,-0.046147407558316214
100,0.9,1.0,0.7,0.1,0.06,-0.0007787846640207344,-0.03656401322279224,0.022022628529370994,6,11,-0.04622284973003883
70,0.9,1.0,0.0,0.25,0.06,-0.00045545010423300535,-0.03653111246303474,0.023407504702092668,6,11,-0.04622599375757702
80,0.6,1.0,0.35,0.25,0.06,-0.0003538062339037891,-0.03691714659005647,0.022923714372685918,6,11,-0.04623502278110915
80,0.9,1.0,0.0,0.1,0.06,-0.00039058049045067206,-0.036943589318268626,0.0228800323876315,6,11,-0.04627674217831972
70,1.2,0.0,0.7,0.1,0.06,-0.00034005719310864745,-0.03675432885726883,0.023608053094590107,6,11,-0.046294667781117474
70,1.2,1.0,0.0,0.25,0.06,-0.0004756021219772602,-0.0367090022192167,0.0234495138590719,6,11,-0.04636338191827526
80,0.9,1.0,0.35,0.25,0.06,-0.0003782736642997525,-0.03707664170121376,0.022973183406678636,6,11,-0.04636755453669767
100,1.2,1.0,0.7,0.1,0.06,-0.0007998057400159346,-0.03678861382049648,0.0221030980677389,6,11,-0.04639874854924855
70,0.6,1.0,0.0,0.1,0.06,-0.0005038162838838044,-0.036726525968780156,0.023439245508955483,6,11,-0.046399543242390776
80,1.2,1.0,0.0,0.1,0.06,-0.0004208034496822289,-0.037143900819023176,0.022942699001705768,6,11,-0.04644281869152258
80,1.2,1.0,0.35,0.25,0.06,-0.0004027351447160321,-0.037236029245001925,0.023022537903743926,6,11,-0.04649998716765317
70,0.6,1.0,0.35,0.25,0.06,-0.00048428776318481956,-0.036919407412699286,0.02353086153665029,6,11,-0.04651864759496697
