stock_code,weight
002335,0.043478260869565216
300748,0.04251207729468599
601615,0.04154589371980676
688192,0.04057971014492753
300142,0.03961352657004831
688248,0.03864734299516908
688114,0.03768115942028986
688297,0.03671497584541063
300676,0.035748792270531404
600871,0.034782608695652174
300017,0.033816425120772944
603000,0.03285024154589372
600143,0.03188405797101449
002850,0.030917874396135265
300383,0.02995169082125604
000060,0.028985507246376812
000050,0.028019323671497585
002153,0.02705314009661836
002223,0.02608695652173913
002156,0.025120772946859903
002203,0.024154589371980676
002195,0.02318840579710145
603179,0.022222222222222223
300627,0.021256038647342997
300699,0.020289855072463767
002837,0.01932367149758454
601212,0.018357487922705314
300757,0.017391304347826087
601231,0.01642512077294686
603650,0.015458937198067632
300919,0.014492753623188406
301200,0.01352657004830918
002044,0.012560386473429951
600637,0.011594202898550725
002131,0.010628019323671498
300604,0.00966183574879227
603228,0.008695652173913044
300223,0.007729468599033816
300346,0.00676328502415459
688629,0.005797101449275362
688385,0.004830917874396135
300115,0.003864734299516908
688676,0.002898550724637681
688281,0.001932367149758454
688183,0.000966183574879227
