stock_code,weight
300757,0.014892854539691873
300570,0.014818203169649708
601231,0.014743173810737375
002008,0.014667760662425883
002851,0.014591957774294851
300454,0.014515759040553125
601179,0.014439158194299126
600673,0.014362148801505692
003035,0.014284724254713044
688702,0.014206877766412399
600487,0.014128602362101454
600131,0.014049890872991666
001696,0.013970735928345735
600602,0.013891129947422065
688629,0.013811065131001372
000960,0.013730533452468541
000039,0.013649526648420944
300017,0.013568036208772045
688100,0.013486053366316815
688568,0.013403569085722686
600312,0.013320574051906947
002353,0.013237058657758243
300567,0.013153012991156371
688387,0.01306842682124073
603979,0.012983289583873568
600392,0.012897590366239565
003021,0.012811317890518188
601958,0.012724460496559654
002261,0.012637006123489178
601212,0.012548942290157319
002335,0.01246025607434673
600862,0.012370934090637229
600118,0.012280962466821815
000831,0.012190326818756007
000400,0.012099012223511379
600765,0.012007003190691402
688122,0.011914283631753498
002465,0.011820836827165204
601168,0.011726645391204635
600879,0.01163169123419534
000738,0.011535955521943232
688017,0.011439418632117993
600885,0.01134206010729286
000559,0.011243858604324402
000878,0.011144791839717587
601016,0.011044836530579865
300136,0.010943968330721142
002517,0.010842161761402708
002155,0.01073939013617714
603179,0.0106356254791909
601233,0.010530838436240983
603688,0.010424998177784313
600549,0.010318072292991651
688615,0.010210026673814217
688525,0.010100825387887546
301611,0.009990430538930211
688676,0.009878802113099805
002126,0.009765897809540142
000426,0.00965167285308494
603225,0.009536079786766287
603077,0.00941906824140097
002432,0.009300584679081425
300677,0.009180572106865667
000415,0.009058969756321946
002558,0.008935712723815124
603786,0.008810731565491444
601061,0.008683951839787178
000537,0.008555293588903825
688772,0.008424670748992787
688297,0.008291990476690773
001389,0.008157152377032456
600299,0.0080200476144922
002831,0.007880557884776804
002025,0.007738554219743739
301308,0.007593895591098775
300763,0.007446427269845937
600801,0.007295978887147426
002312,0.007142362127356522
000021,0.0069853679641728676
601799,0.006824763324210472
301536,0.006660287025953474
600562,0.006491644791936784
688281,0.006318503061744589
301358,0.0061404812334109075
000591,0.005957141815876749
603659,0.005767977760971616
002056,0.005572395919858793
002281,0.00536969506808857
601611,0.0051590361464958255
600143,0.004939401056549902
688347,0.004709534120700485
002837,0.004467856361907562
603290,0.004212335374496393
688608,0.003940278942388402
600601,0.003647989443573713
600435,0.003330143512976737
600157,0.0029785709079383745
688166,0.0025795180732479128
688235,0.0021061676872481967
600580,0.0014892854539691872
