stock_code,weight
001389,0.060594954215544346
000426,0.05833690511141638
600126,0.05610762292184244
002432,0.05390748376476162
301200,0.051736878909380245
002025,0.04959621582164818
600988,0.04748591931361624
300054,0.045406432810335504
002831,0.04335821975022228
688172,0.04134176513753095
688629,0.03935757726886228
300570,0.03740618965962705
603806,0.0354881632012659
301308,0.03360408858603198
002281,0.031754589043584434
688387,0.029940323442928383
002353,0.0281619898249205
301536,0.026420329445382553
002335,0.0247161314278423
002429,0.02305023814945827
000415,0.021423551515749893
000032,0.019837040322146282
301611,0.01829174895712502
603979,0.016788807778767643
600602,0.015329445602779332
688347,0.013915004888943016
603179,0.012546960425735006
300454,0.011226942623255302
300757,0.00995676698845392
688615,0.00873847206866262
688361,0.007574369276943043
603920,0.006467109863672531
002153,0.005419777468777785
002683,0.004436020400158238
688777,0.0035202487281150623
601567,0.0026779439394687366
301358,0.0019161807003474165
002851,0.00124459587355674
688099,0.0006774721835972231
000537,0.00023952258754342707
