stock_code,weight
300395,0.028169014084507043
603979,0.027766599597585512
600392,0.027364185110663984
300699,0.026961770623742453
000060,0.026559356136820925
000960,0.026156941649899398
601991,0.025754527162977867
688676,0.02535211267605634
002312,0.024949698189134808
600486,0.02454728370221328
000932,0.02414486921529175
603179,0.02374245472837022
601118,0.023340040241448694
600549,0.022937625754527163
603225,0.022535211267605635
600487,0.022132796780684104
600498,0.021730382293762576
603077,0.021327967806841045
300487,0.020925553319919517
688248,0.020523138832997986
003035,0.02012072434607646
601231,0.01971830985915493
601958,0.0193158953722334
002756,0.018913480885311872
000415,0.01851106639839034
600126,0.018108651911468814
002738,0.017706237424547282
000831,0.017303822937625755
000893,0.016901408450704224
002128,0.016498993963782696
601233,0.01609657947686117
300857,0.015694164989939637
688065,0.015291750503018108
002056,0.01488933601609658
300570,0.01448692152917505
002851,0.014084507042253521
600499,0.013682092555331992
300454,0.013279678068410463
000703,0.012877263581488933
688297,0.012474849094567404
603786,0.012072434607645875
600688,0.011670020120724347
601615,0.011267605633802818
688349,0.010865191146881288
600516,0.010462776659959759
002195,0.01006036217303823
600096,0.0096579476861167
300285,0.00925553319919517
000039,0.008853118712273641
000683,0.008450704225352112
000629,0.008048289738430584
000830,0.007645875251509054
601168,0.007243460764587525
000537,0.006841046277665996
600801,0.006438631790744467
600862,0.006036217303822937
601866,0.005633802816901409
600873,0.005231388329979879
002064,0.00482897384305835
601216,0.004426559356136821
688100,0.004024144869215292
688281,0.0036217303822937627
002273,0.0032193158953722333
600871,0.0028169014084507044
001696,0.002414486921529175
002436,0.002012072434607646
603688,0.0016096579476861167
601567,0.0012072434607645875
600131,0.0008048289738430583
601555,0.00040241448692152917
